,NetIncomeLoss,Assets
March 2009,453149.0,
June 2009,453149.0,
September 2009,453149.0,
December 2009,453149.0,
March 2010,406899.0,
June 2010,905817.0,
September 2010,239185.0,
December 2010,304315.0,296404.0
March 2011,375000.0,
June 2011,591069.0,301374182.0
September 2011,99000.0,293754369.0
December 2011,396000.0,305650016.0
March 2012,570.0,318751054.0
June 2012,305000.0,
September 2012,421.0,
December 2012,643000.0,347181422.0
March 2013,566.0,366050056.0
June 2013,573872.0,351369897.0
September 2013,650.0,371993062.0
December 2013,982.0,373895000.0
March 2014,701000.0,394784873.0
June 2014,736848.0,375578031.0
September 2014,803556.0,380762851.0
December 2014,662000.0,374280210.0
March 2015,808726.0,399894328.0
June 2015,865000.0,390995351.0
September 2015,857000.0,392221440.0
December 2015,843000.0,414855470.0
March 2016,1048000.0,409089047.0
June 2016,1011000.0,422465157.0
September 2016,973000.0,443029939.0
December 2016,1002000.0,448501230.0
March 2017,1065000.0,470897107.0
June 2017,1073000.0,470304936.0
September 2017,952000.0,477219047.0
December 2017,717000.0,489072375.0
March 2018,1232000.0,510132647.0
June 2018,1147687.0,508153171.0
September 2018,1143569.0,515369520.0
December 2018,1123000.0,534833167.0
March 2019,1228000.0,551071168.0
June 2019,1298000.0,552474828.0
September 2019,1432000.0,547544389.0
December 2019,1332000.0,555136268.0
