,OperatingExpenses,NetIncomeLoss,Assets
March 2008,,14368250.0,
June 2008,,14368250.0,
September 2008,,14368250.0,
December 2008,,14368250.0,
March 2009,35687250.0,17977000.0,
June 2009,35687250.0,30627000.0,
September 2009,35687250.0,29978000.0,
December 2009,35687250.0,18216000.0,3312952000.0
March 2010,60017500.0,13052000.0,
June 2010,60017500.0,28256000.0,3380074000.0
September 2010,60017500.0,28563000.0,4289358000.0
December 2010,60017500.0,36633000.0,4175074000.0
March 2011,69785750.0,26521000.0,4130518000.0
June 2011,69785750.0,24121000.0,4214092000.0
September 2011,69785750.0,-16439000.0,4347394000.0
December 2011,69785750.0,25286000.0,4453568000.0
March 2012,77874500.0,20634000.0,4455550000.0
June 2012,77874500.0,-16809000.0,4483642000.0
September 2012,77874500.0,21629000.0,4664169000.0
December 2012,77874500.0,-58220000.0,4712515000.0
March 2013,,12917000.0,6388631000.0
June 2013,,-507342000.0,5667937000.0
September 2013,,-348053000.0,23900000.0
December 2013,,-91633000.0,3955545000.0
March 2014,,-46478000.0,3718613000.0
June 2014,,-48742000.0,3451555000.0
