,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2010,,5372.0,-28859.0,,,
June 2010,,927.0,-6786.0,,,
September 2010,,7578.0,-5578.0,,,
December 2010,,28026.0,-22120.0,47156.0,10031.0,37125.0
March 2011,,7572.0,-4572.0,,,
June 2011,,8786.0,-6784.0,50056.0,15931.0,34125.0
September 2011,,7556.0,-5556.0,50556.0,17931.0,32625.0
December 2011,,9684.0,-4686.0,53051.0,21926.0,31125.0
March 2012,,9069.0,-5709.0,55969.0,26344.0,29625.0
June 2012,,9821.0,-6821.0,57468.0,29343.0,28125.0
September 2012,,7041.0,-4041.0,58969.0,32344.0,26625.0
December 2012,,12652.0,-9568.0,60553.0,35428.0,25125.0
March 2013,396655.25,9592.0,-6592.0,62053.0,38428.0,23625.0
June 2013,396655.25,7829.0,-4829.0,63553.0,41428.0,22125.0
September 2013,396655.25,5946.0,-2946.0,65053.0,44428.0,20625.0
December 2013,396655.25,803521.0,1251014.0,67928.0,48803.0,19125.0
March 2014,441353.0,248626.0,231926.0,70106.0,52481.0,17625.0
June 2014,1572678.0,882800.0,-945468.0,71606.0,55481.0,16125.0
September 2014,1478467.0,17815.0,-16815.0,71106.0,56481.0,14625.0
December 2014,,,-1694458.0,21711682.0,1291237.0,12765680.0
March 2015,3387923.0,513666.0,-2752646.0,20946426.0,1337257.0,12052894.0
June 2015,7847523.0,767673.0,-7171185.0,20025870.0,1113201.0,11340107.0
September 2015,2272039.0,1185770.0,-1430064.0,19281740.0,1244111.0,10627321.0
December 2015,4133410.0,3088098.0,-7877995.0,50266549.0,4917587.0,30915222.0
March 2016,7417245.0,2191571.0,-6426866.0,53137006.0,6209894.0,30886277.0
June 2016,6613361.0,3904634.0,-4368641.0,50722419.0,5953362.0,27949114.0
September 2016,5513566.0,1345379.0,-3735949.0,50221906.0,5938358.0,26957104.0
December 2016,3354551.0,9590810.0,-3159604.0,49198633.0,6106226.0,520205.0
March 2017,,4060146.0,-3054850.0,107701036.0,11248211.0,34684198.0
June 2017,,1941218.0,-7575068.0,110090544.0,10652745.0,29234133.0
September 2017,,3978771.0,-6656585.0,105440220.0,9030464.0,28137793.0
December 2017,,3217961.0,-21874509.0,103556158.0,10316804.0,11973469.0
March 2018,,3609142.0,-3185585.0,114737283.0,11769399.0,12896569.0
June 2018,,3014861.0,12901858.0,44653407.0,867279.0,40731001.0
