,NetIncomeLoss,Assets
March 2009,-179000.0,
June 2009,-179000.0,
September 2009,-179000.0,
December 2009,-179000.0,
March 2010,120000.0,
June 2010,-2878000.0,1519606000.0
September 2010,-127000.0,1496412000.0
December 2010,910000.0,1478470000.0
March 2011,-248000.0,1482195000.0
June 2011,905000.0,1467986000.0
September 2011,1936000.0,1464584000.0
December 2011,1481000.0,1450121000.0
March 2012,1698000.0,1444365000.0
June 2012,913000.0,1416441000.0
September 2012,,1404086000.0
December 2012,,1387104000.0
March 2013,,1390198000.0
June 2013,,1369970000.0
September 2013,,1387787000.0
December 2013,,1386227000.0
March 2014,,1406117000.0
June 2014,,1435958000.0
September 2014,,1428669000.0
December 2014,,1443568000.0
March 2015,,1460492000.0
June 2015,,1479969000.0
September 2015,,1469304000.0
December 2015,,1492429000.0
March 2016,,1508568000.0
June 2016,,1565181000.0
September 2016,,1657636000.0
December 2016,,1758647000.0
March 2017,,1776442000.0
June 2017,,2095300000.0
September 2017,,2101136000.0
December 2017,,2134240000.0
March 2018,,2134895000.0
June 2018,,2107652000.0
September 2018,,2138727000.0
December 2018,,2200586000.0
March 2019,,2249641000.0
June 2019,,2299114000.0
September 2019,,2323609000.0
December 2019,,2403492000.0
March 2020,,2513322000.0
June 2020,,2861351000.0
September 2020,,2946862000.0
December 2020,,3106384000.0
March 2021,,3248135000.0
June 2021,,3272533000.0
September 2021,,3508951000.0
December 2021,,3576719000.0
March 2022,,3643691000.0
June 2022,,3762799000.0
