,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
March 2010,152247.0,-156037.0,,
June 2010,160001.0,-156037.0,,
September 2010,156216.0,-156214.0,,
December 2010,-1111682.0,-175517.0,19396936.0,886729.0
March 2011,255825.0,356178.0,,
June 2011,201647.0,345571.0,19672983.0,716996.0
September 2011,175114.0,380537.0,20112700.0,657597.0
December 2011,178324.0,413596.0,20603730.0,774674.0
March 2012,166806.0,109295.0,20942602.0,951737.0
June 2012,137735.0,142694.0,23222320.0,3122714.0
September 2012,218951.0,66305.0,23246548.0,3002017.0
December 2012,95692.0,297213.0,23333023.0,2998598.0
March 2013,208580.0,1747213.0,24409002.0,3653676.0
June 2013,197291.0,123816.0,24895587.0,2596948.0
September 2013,175093.0,97354.0,24929046.0,703998.0
December 2013,191478.0,349878.0,23187957.0,315430.0
March 2014,178253.0,110439.0,23116460.0,302236.0
June 2014,160184.0,128578.0,23265002.0,283108.0
September 2014,241262.0,46846.0,23334770.0,180446.0
December 2014,169235.0,143182.0,23400225.0,152691.0
March 2015,154715.0,137132.0,23696432.0,132959.0
June 2015,156713.0,137821.0,23937921.0,102535.0
September 2015,145530.0,142541.0,23099935.0,94038.0
December 2015,4217587.0,-5073216.0,16500608.0,15425.0
March 2016,138529.0,-138649.0,16501661.0,14930.0
June 2016,142623.0,-137322.0,15904957.0,11447.0
September 2016,123332.0,-119793.0,15745717.0,13930.0
December 2016,165672.0,-166977.0,13925850.0,13722.0
March 2017,133990.0,-134260.0,13929729.0,10189.0
June 2017,132417.0,-132523.0,14066637.0,15178.0
September 2017,,,,
December 2017,,,,
March 2018,,,,
June 2018,,,,
September 2018,,,,
December 2018,,,,
March 2019,,,,
June 2019,,,,
September 2019,,,,
December 2019,,,,
March 2020,,-80616.75,,
June 2020,,-80616.75,,
September 2020,,-80616.75,,
December 2020,,-80616.75,0.0,0.0
March 2021,,28103.0,,
June 2021,,-78757.0,,
September 2021,,-34551.5,,
December 2021,,-34551.5,0.0,0.0
March 2022,,14383.0,0.0,0.0
June 2022,,215970.0,0.0,0.0
