,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
March 2008,27672500.0,35624500.0,
June 2008,27672500.0,35624500.0,
September 2008,27672500.0,35624500.0,
December 2008,27672500.0,35624500.0,
March 2009,20691000.0,62310000.0,
June 2009,24831000.0,25556000.0,
September 2009,24687000.0,19608000.0,
December 2009,25562000.0,43561000.0,1394597000.0
March 2010,23510000.0,21669000.0,
June 2010,27751000.0,23975000.0,1322490000.0
September 2010,26478000.0,39761000.0,1408406000.0
December 2010,30603000.0,85234000.0,1755878000.0
March 2011,30129000.0,8794000.0,1728046000.0
June 2011,29554000.0,34073000.0,1741353000.0
September 2011,26851000.0,19654000.0,1767221000.0
December 2011,26020000.0,24280000.0,1778913000.0
March 2012,27465000.0,9074000.0,1813967000.0
June 2012,30816000.0,12772000.0,1827682000.0
September 2012,36497000.0,24440000.0,2066761000.0
December 2012,36464000.0,-82708000.0,1944892000.0
March 2013,42789000.0,5577000.0,1958069000.0
June 2013,49711000.0,22253000.0,2111890000.0
September 2013,47746000.0,10064000.0,2219224000.0
December 2013,51889000.0,17190000.0,2274228000.0
March 2014,49679000.0,-42936000.0,2184884000.0
June 2014,54595000.0,-15387000.0,2296718000.0
