,OperatingExpenses,NetIncomeLoss,Assets
March 2011,15021250.0,3674750.0,
June 2011,15021250.0,3674750.0,
September 2011,15021250.0,3674750.0,
December 2011,15021250.0,3674750.0,289281000.0
March 2012,22657000.0,15231000.0,418639000.0
June 2012,32091000.0,10478000.0,505636000.0
September 2012,38369000.0,37863000.0,727262000.0
December 2012,54099000.0,55420000.0,832163000.0
March 2013,47075000.0,55293000.0,692977000.0
June 2013,56348000.0,48191000.0,1280780000.0
September 2013,52277000.0,31424000.0,1254384000.0
December 2013,48733000.0,37257000.0,1584475000.0
March 2014,56431000.0,43538000.0,1760545000.0
June 2014,72388000.0,51417000.0,2182194000.0
September 2014,77933000.0,55460000.0,2538627000.0
December 2014,88492000.0,45896000.0,2507125000.0
March 2015,87076000.0,47124000.0,2858001000.0
June 2015,121552000.0,34666.666666666664,3430605000.0
September 2015,115282000.0,34666.666666666664,3815322000.0
December 2015,110007000.0,34666.666666666664,3505294000.0
March 2016,113262000.0,5175000.0,3981263000.0
June 2016,123548000.0,14475000.0,4616320000.0
September 2016,152117000.0,23685000.0,5596194000.0
December 2016,159877000.0,22744000.0,5133902000.0
March 2017,142441000.0,10879000.0,5251377000.0
June 2017,143761000.0,10479000.0,6404738000.0
September 2017,156491000.0,17081000.0,6388369000.0
December 2017,176861000.0,62318000.0,7368093000.0
March 2018,165205000.0,16619000.0,6902891000.0
June 2018,169600000.0,17837000.0,6841706000.0
