,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
December 2010,0.0,33762500.0,-19522750.0,,,
March 2011,0.0,33762500.0,-19522750.0,,,
June 2011,0.0,33762500.0,-19522750.0,,,
September 2011,0.0,33762500.0,-19522750.0,1420123000.0,933871000.0,486252000.0
December 2011,0.0,72911000.0,-12028000.0,,,
March 2012,0.0,78383000.0,7230000.0,1435603000.0,961809000.0,473794000.0
June 2012,0.0,79219000.0,6601000.0,1454658000.0,988973000.0,465685000.0
September 2012,0.0,67987000.0,-5403000.0,1482525000.0,1017370000.0,465155000.0
December 2012,0.0,77464000.0,-14674000.0,1516300000.0,998346000.0,517954000.0
March 2013,0.0,78853000.0,10875000.0,1652726000.0,1136379000.0,516347000.0
June 2013,0.0,72846000.0,4295000.0,1621555000.0,1105285000.0,516270000.0
September 2013,0.0,65437000.0,6965000.0,1599792000.0,1078580000.0,521212000.0
December 2013,,81799000.0,-12846000.0,1700308000.0,1100808000.0,599500000.0
March 2014,,82400000.0,1400000.0,1960300000.0,1320659000.0,639641000.0
June 2014,,87600000.0,7300000.0,2033450000.0,1241036000.0,792414000.0
September 2014,,84001000.0,9046000.0,1906100000.0,1148200000.0,757900000.0
December 2014,,83600000.0,-7500000.0,1778200000.0,1030800000.0,747400000.0
March 2015,,82000000.0,-600000.0,1726600000.0,988900000.0,737700000.0
June 2015,,82900000.0,18800000.0,1759000000.0,1026800000.0,732200000.0
September 2015,,81000000.0,9700000.0,1718000000.0,983500000.0,734500000.0
December 2015,,74700000.0,4300000.0,1574800000.0,842300000.0,732500000.0
March 2016,,76700000.0,2100000.0,1617600000.0,891000000.0,726600000.0
