,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
March 2011,319000000.0,241000000.0,
June 2011,304000000.0,289000000.0,
September 2011,285000000.0,-39000000.0,
December 2011,,,25147000000.0
March 2012,309000000.0,49000000.0,21077000000.0
June 2012,337000000.0,240000000.0,24026000000.0
September 2012,284000000.0,85000000.0,24344000000.0
December 2012,,,
March 2013,354250000.0,256250000.0,
June 2013,354250000.0,256250000.0,
September 2013,354250000.0,256250000.0,
December 2013,354250000.0,256250000.0,
March 2014,406250000.0,-29000000.0,
June 2014,406250000.0,489000000.0,
September 2014,406250000.0,-355000000.0,
December 2014,406250000.0,-478000000.0,35790000000.0
March 2015,477000000.0,161000000.0,
June 2015,477000000.0,212000000.0,
September 2015,477000000.0,-440000000.0,
December 2015,477000000.0,-1127000000.0,36442000000.0
