,OperatingExpenses,NetIncomeLoss,Assets
March 2012,191500000.0,750000.0,
June 2012,191500000.0,750000.0,
September 2012,191500000.0,750000.0,
December 2012,191500000.0,750000.0,
March 2013,267900000.0,-11300000.0,
June 2013,267900000.0,-70000000.0,
September 2013,214900000.0,6900000.0,
December 2013,277400000.0,-10100000.0,8551800000.0
March 2014,263800000.0,4100000.0,
June 2014,305900000.0,-55600000.0,
September 2014,278200000.0,-8400000.0,7767300000.0
December 2014,275600000.0,16100000.0,7772900000.0
March 2015,116200000.0,34200000.0,934300000.0
June 2015,150600000.0,49400000.0,979300000.0
September 2015,118800000.0,35000000.0,911900000.0
December 2015,122500000.0,36900000.0,1014100000.0
March 2016,108600000.0,30800000.0,939800000.0
June 2016,112500000.0,36300000.0,937300000.0
September 2016,130600000.0,34000000.0,1338000000.0
December 2016,156200000.0,25100000.0,1294300000.0
March 2017,172700000.0,22300000.0,1276600000.0
June 2017,205900000.0,13600000.0,1279200000.0
September 2017,214900000.0,19900000.0,1439700000.0
December 2017,222900000.0,-46700000.0,1491700000.0
March 2018,224100000.0,57300000.0,1435400000.0
June 2018,218600000.0,2500000.0,1496200000.0
September 2018,216800000.0,54200000.0,1573600000.0
December 2018,184900000.0,18800000.0,1553700000.0
March 2019,139200000.0,52700000.0,1355900000.0
