,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
March 2010,4114179.0,-543404.0,,
June 2010,2778920.0,-191152.0,,
September 2010,3618599.0,-875831.0,,
December 2010,645381.0,695389.0,9439636.0,5534115.0
March 2011,8202.0,1910824.0,,
June 2011,3119655.0,-223687.0,4683774.0,2452045.0
September 2011,2304275.0,-626783.0,4520819.0,2399430.0
December 2011,-5260653.0,-3397404.0,2188399.0,728126.0
March 2012,1038224.0,-429000.0,11676467.0,10325482.0
June 2012,1650000.0,58484.0,14168381.0,8397979.0
September 2012,1147351.0,130128.0,13385974.0,7429815.0
December 2012,7976425.0,-8884612.0,8977000.0,3652000.0
March 2013,5365000.0,-21507000.0,118899000.0,22523000.0
June 2013,2294000.0,693000.0,116082000.0,19939000.0
September 2013,4487000.0,-1216000.0,156142000.0,39906000.0
December 2013,4699000.0,4056000.0,153605000.0,32269000.0
March 2014,3750000.0,742000.0,151679000.0,29950000.0
June 2014,6436000.0,-607000.0,146439000.0,24591000.0
September 2014,11015000.0,2645000.0,515261000.0,44500000.0
December 2014,8605000.0,-3848000.0,526363000.0,44084000.0
March 2015,8676000.0,1444000.0,526261000.0,43742000.0
June 2015,11925000.0,-1327000.0,748418000.0,50347000.0
September 2015,9960000.0,2728000.0,809466000.0,64308000.0
