,OperatingExpenses,NetIncomeLoss,Assets
March 2010,1112411.0,-711079.0,
June 2010,1112411.0,-711079.0,
September 2010,1082326.0,3404257.0,
December 2010,1153233.0,3777574.0,45809209.0
March 2011,1252545.0,322891.0,
June 2011,1195872.0,-4893265.0,
September 2011,1140683.0,-1240466.0,39656774.0
December 2011,798363.0,-3294105.0,22428558.0
March 2012,269153.0,-321399.0,8453564.0
June 2012,198522.0,-326558.0,6388959.0
September 2012,153500.0,-40031.0,6016786.0
December 2012,102557.0,-495186.0,5126251.0
March 2013,99420.0,92032.0,3897045.0
June 2013,107916.0,-248615.0,3318749.0
September 2013,93571.0,-283119.0,2640975.0
December 2013,58132.0,-83958.0,2133407.0
March 2014,41051.0,-78810.0,1788900.0
June 2014,69068.0,-68926.0,1328588.0
