,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2010,1255000.0,1255000.0,-10927000.0,,
June 2010,1217000.0,1217000.0,-11310000.0,,
September 2010,880000.0,880000.0,-11354000.0,,
December 2010,1008000.0,1008000.0,380402000.0,1447000.0,373000.0
March 2011,1747000.0,1612000.0,-1768000.0,1977000.0,512000.0
June 2011,959000.0,919000.0,-1028000.0,2757000.0,341000.0
September 2011,1139000.0,1133000.0,-1349000.0,4621000.0,408000.0
December 2011,915000.0,854000.0,-1132000.0,6204000.0,675000.0
March 2012,1120000.0,934000.0,-1362000.0,6487000.0,338000.0
June 2012,1045477.0,984436.0,-2259140.0,7006000.0,345000.0
September 2012,5845287000.0,890377000.0,-10126454000.0,3094000.0,239000.0
December 2012,-5838623371.0,-888669854.0,10116177888.0,1232000.0,1044000.0
March 2013,247594000.0,246552000.0,-445264000.0,603436000.0,367902000.0
June 2013,280497.0,279456.0,-447193.0,681100.0,360223.0
September 2013,281570000.0,280528000.0,-459227000.0,987126000.0,515630000.0
December 2013,-528367439.0,-526297741.0,903135743.0,977398.0,293030.0
March 2014,636475000.0,622855000.0,-817827000.0,432073000.0,109563000.0
June 2014,716756000.0,701931000.0,-902604000.0,541834000.0,228703000.0
September 2014,641883000.0,627058000.0,-832996000.0,583211000.0,284905000.0
December 2014,-1992590296.0,-1949378392.0,2550150501.0,511399.0,227918.0
