,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
September 2009,2750750.0,2711750.0,-2002250.0,,,
December 2009,2750750.0,2711750.0,-2002250.0,,,
March 2010,2750750.0,2711750.0,-2002250.0,,,
June 2010,2750750.0,2711750.0,-2002250.0,,,
September 2010,2717250.0,2049000.0,-2883000.0,,,
December 2010,2717250.0,3218000.0,-3282000.0,,,
March 2011,2717250.0,2571000.0,-2638000.0,,,
June 2011,2717250.0,2678000.0,-2435000.0,192683000.0,136816000.0,
September 2011,37300250.0,4352000.0,-4376000.0,193009000.0,98622000.0,
December 2011,37300250.0,5726000.0,-6323000.0,205602000.0,68977000.0,
March 2012,37300250.0,4893000.0,-127198000.0,105238000.0,46713000.0,
June 2012,37300250.0,7091000.0,-11416000.0,102796000.0,42723000.0,
September 2012,,5570000.0,-6190000.0,95716000.0,34294000.0,
December 2012,,4890000.0,-5064000.0,94932000.0,55658000.0,
March 2013,,2650000.0,-2798000.0,89776000.0,49767000.0,
June 2013,,4364000.0,-4409000.0,84368000.0,43279000.0,
September 2013,,4368000.0,-4454000.0,80174000.0,39375000.0,
December 2013,,8262000.0,-8353000.0,74921000.0,34212000.0,
March 2014,,8095000.0,-8235000.0,66997000.0,26291000.0,
June 2014,,6732000.0,3925000.0,50838000.0,36181000.0,14657000.0
September 2014,,,-4047000.0,42566000.0,27963000.0,14603000.0
December 2014,,,-3701000.0,40045000.0,25508000.0,14537000.0
March 2015,,,-2770000.0,37177000.0,22669000.0,14508000.0
June 2015,,,-2874000.0,34096000.0,19625000.0,
September 2015,,,-1905000.0,31166000.0,16703000.0,
December 2015,,,-1857000.0,29531000.0,15096000.0,
March 2016,,,-17624000.0,13425000.0,13347000.0,
June 2016,,,-1460000.0,11678000.0,11627000.0,51000.0
September 2016,,,1144000.0,12458000.0,7688000.0,
December 2016,,,-6723000.0,7320000.0,3119000.0,
March 2017,,,-3387000.0,5729000.0,1023000.0,
June 2017,,,-12560000.0,2725000.0,2674000.0,51000.0
