,NetIncomeLoss,Assets,AssetsCurrent
March 2008,14123500.0,,
June 2008,14123500.0,,
September 2008,14123500.0,,
December 2008,14123500.0,,
March 2009,34053000.0,,
June 2009,8994000.0,,
September 2009,12711000.0,,
December 2009,5436000.0,744266000.0,79715000.0
March 2010,33862000.0,,
June 2010,4778000.0,732821000.0,62808000.0
September 2010,12581000.0,746059000.0,69530000.0
December 2010,2813000.0,778029000.0,87353000.0
March 2011,34082000.0,760663000.0,72618000.0
June 2011,6502000.0,759243000.0,70785000.0
September 2011,11650000.0,763791000.0,78087000.0
December 2011,2728000.0,772471000.0,80681000.0
March 2012,32304000.0,768784000.0,74266000.0
June 2012,4079000.0,783061000.0,78156000.0
September 2012,7794000.0,797793000.0,81302000.0
December 2012,-587000.0,801806000.0,86059000.0
March 2013,33257000.0,787939000.0,76838000.0
June 2013,7239000.0,783065000.0,78641000.0
September 2013,7439000.0,786848000.0,80770000.0
December 2013,-111000.0,791611000.0,87019000.0
March 2014,,,
June 2014,,,
September 2014,,,
December 2014,,,
March 2015,14742000.0,,
June 2015,-3202000.0,,
September 2015,-3202000.0,,
December 2015,-20848000.0,1733035000.0,118088000.0
March 2016,17915000.0,1743910000.0,139053000.0
June 2016,-9052000.0,1731075000.0,139628000.0
September 2016,-2404000.0,1731075000.0,139628000.0
December 2016,-10126000.0,1710112000.0,124961000.0
March 2017,17220000.0,1739219000.0,160508000.0
June 2017,-5930000.0,1727180000.0,152804000.0
September 2017,12223000.0,1708657000.0,139843000.0
December 2017,52868000.0,1695044000.0,140731000.0
March 2018,12223000.0,1712407000.0,168574000.0
June 2018,-8965000.0,1697699000.0,162737000.0
September 2018,-9487000.0,1686057000.0,159747000.0
December 2018,-14232000.0,1666165000.0,146732000.0
March 2019,21246000.0,2228113000.0,176348000.0
June 2019,-8734000.0,2213808000.0,181211000.0
September 2019,-15334000.0,2199314000.0,167700000.0
December 2019,-26101000.0,2119549000.0,104775000.0
