,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2010,51319.0,,-60754.0,,
June 2010,81086.0,,-93778.0,,
September 2010,52843.0,,-63466.0,,
December 2010,,,168999.0,95457.0,94971.0
March 2011,49740.0,26361.0,-66655.0,,
June 2011,41654.0,26361.0,-57951.0,94971.0,94971.0
September 2011,28525.0,28525.0,-14294.0,98703.0,98703.0
December 2011,,,-65459.0,120403.0,118759.0
March 2012,113030.0,112885.0,-173851.0,,
June 2012,126403.0,126258.0,-135886.0,,
September 2012,100693.0,100548.0,-122005.0,51259.0,50050.0
December 2012,18339.0,18194.0,-50948.0,31943.0,30879.0
March 2013,8481.0,8336.0,-53584.0,30169.0,29250.0
June 2013,69011.0,68866.0,-383850.0,69430.0,68656.0
September 2013,73187.5,73042.5,-58998.0,,
December 2013,73187.5,73042.5,-58998.0,114620.0,114136.0
