,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2009,-6990500.0,,,
June 2009,-6990500.0,,,
September 2009,-6990500.0,,,
December 2009,-6990500.0,,,
March 2010,-4698000.0,,,
June 2010,-14545000.0,,,
September 2010,-28334000.0,,,
December 2010,-20635000.0,288165000.0,235186000.0,32284000.0
March 2011,-9842000.0,,,
June 2011,-20026000.0,281926000.0,232678000.0,29585000.0
September 2011,-15418000.0,256797000.0,213528000.0,23147000.0
December 2011,-25185000.0,219611000.0,180886000.0,19132000.0
March 2012,-6706000.0,214035000.0,176570000.0,18563000.0
June 2012,-11631000.0,,,
September 2012,-1926000.0,185263000.0,148658000.0,18509000.0
December 2012,-14516000.0,176723000.0,140928000.0,18393000.0
