,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2010,5581000.0,-326500.0,,,
June 2010,5581000.0,-326500.0,,,
September 2010,4124000.0,-1585000.0,,,
December 2010,4003000.0,,62894000.0,33625000.0,
March 2011,3976000.0,-1253000.0,,,
June 2011,4716000.0,-1304000.0,,,
September 2011,4187000.0,-1132000.0,63669000.0,37773000.0,
December 2011,5418000.0,8496000.0,57813000.0,34805000.0,
March 2012,3991000.0,-2260000.0,57860000.0,34726000.0,
June 2012,3852000.0,-130.0,55068000.0,33073000.0,
September 2012,3444000.0,-2754000.0,49605000.0,29312000.0,
December 2012,3937000.0,-10091870.0,35992000.0,25755000.0,
March 2013,3385000.0,-830000.0,37201000.0,27424000.0,
June 2013,2900000.0,140000.0,33466000.0,24394000.0,
September 2013,2951000.0,171000.0,30755000.0,21868000.0,
December 2013,3051000.0,-983000.0,26992000.0,18655000.0,1375000.0
March 2014,3890000.0,1162000.0,46181000.0,26518000.0,8661000.0
June 2014,3292000.0,546000.0,46898000.0,27663000.0,8662000.0
September 2014,3451000.0,1350000.0,49524000.0,30699000.0,8409000.0
December 2014,3357000.0,-573000.0,45908000.0,27446000.0,
March 2015,3252000.0,-1836000.0,49520000.0,30760000.0,
June 2015,4374000.0,-980000.0,81081000.0,33775000.0,
September 2015,3518000.0,-1605000.0,82448000.0,34823000.0,
December 2015,3001000.0,-3539000.0,79471000.0,33695000.0,
March 2016,3955000.0,-1229000.0,78662000.0,31992000.0,
June 2016,3879000.0,-1998000.0,78774000.0,32073000.0,
September 2016,4485000.0,-5445000.0,71758000.0,24596000.0,
