,OperatingExpenses,NetIncomeLoss,Assets
March 2010,,467500.0,
June 2010,,467500.0,
September 2010,,620000.0,
December 2010,,682000.0,414267000.0
March 2011,,666000.0,
June 2011,,636000.0,
September 2011,,673000.0,520179000.0
December 2011,,727000.0,533481000.0
March 2012,,861000.0,572368000.0
June 2012,,817000.0,588195000.0
September 2012,,1048000.0,613631000.0
December 2012,,1442000.0,726769000.0
March 2013,12520000.0,1188000.0,756599000.0
June 2013,12520000.0,1484000.0,781979000.0
September 2013,12520000.0,757000.0,853138000.0
December 2013,12520000.0,591000.0,987060000.0
March 2014,12861000.0,1158000.0,997425000.0
June 2014,15044000.0,969000.0,1062621000.0
September 2014,15034000.0,537000.0,1086814000.0
December 2014,12348000.0,-585000.0,1110459000.0
March 2015,17705000.0,2103000.0,1194973000.0
June 2015,17374000.0,1905000.0,1253066000.0
September 2015,19458000.0,1406000.0,1306529000.0
December 2015,15029000.0,1402000.0,1384476000.0
March 2016,20446000.0,1796000.0,1432640000.0
June 2016,21868000.0,6499000.0,1484962000.0
September 2016,22608000.0,2310000.0,1468595000.0
December 2016,19051000.0,2307000.0,1418804000.0
March 2017,19597000.0,1574000.0,1433951000.0
June 2017,21946000.0,2260000.0,1507053000.0
September 2017,21278000.0,2318000.0,1471590000.0
December 2017,22153000.0,1423000.0,1534302000.0
March 2018,20802000.0,2594000.0,1581518000.0
June 2018,24143000.0,2831000.0,1685419000.0
September 2018,24138000.0,3579000.0,1723104000.0
December 2018,,2999000.0,1750969000.0
March 2019,,3192000.0,1789908000.0
June 2019,,15377000.0,1833018000.0
September 2019,,4327000.0,1961952000.0
December 2019,,4095000.0,1944114000.0
March 2020,,1048000.0,2099680000.0
June 2020,,18034000.0,2215157000.0
September 2020,,6491000.0,2214459000.0
December 2020,,11838000.0,2331476000.0
March 2021,,8085000.0,2646089000.0
June 2021,,9247000.0,2734540000.0
September 2021,,11828000.0,2788824000.0
December 2021,,9959000.0,2792449000.0
March 2022,,2864000.0,2893464000.0
June 2022,,2956000.0,2984428000.0
