,NetIncomeLoss,Assets,AssetsCurrent
March 2009,4455750.0,,
June 2009,4455750.0,,
September 2009,4455750.0,,
December 2009,4455750.0,,
March 2010,-2337500.0,,
June 2010,-2337500.0,,
September 2010,35408000.0,,
December 2010,-67769000.0,1270345000.0,616072000.0
March 2011,-44890000.0,,
June 2011,-2461000.0,,
September 2011,-132299000.0,1036010000.0,555491000.0
December 2011,-114366000.0,861771000.0,503030000.0
March 2012,-20724000.0,857644000.0,489098000.0
June 2012,3380000.0,868801000.0,503976000.0
September 2012,462000.0,975187000.0,619693000.0
December 2012,-13329000.0,978246000.0,657093000.0
March 2013,4192000.0,888168000.0,569703000.0
June 2013,-6901000.0,863054000.0,559392000.0
September 2013,-25933000.0,864046000.0,568189000.0
December 2013,12775000.0,870668000.0,581870000.0
March 2014,-19956750.0,865588000.0,586319000.0
June 2014,-19956750.0,842394000.0,586415000.0
September 2014,-19956750.0,784947000.0,542770000.0
December 2014,-19956750.0,692207000.0,491596000.0
March 2015,,613203000.0,404510000.0
June 2015,,557206000.0,356305000.0
September 2015,,513830000.0,321938000.0
December 2015,,445608000.0,258179000.0
March 2016,-15151000.0,431372000.0,243274000.0
June 2016,-6419000.0,416464000.0,236268000.0
September 2016,-11986000.0,382828000.0,208048000.0
December 2016,,363036000.0,194166000.0
March 2017,-17767000.0,366285000.0,202895000.0
June 2017,-1102000.0,382108000.0,223671000.0
September 2017,-34205000.0,400553000.0,246592000.0
December 2017,,363877000.0,213696000.0
March 2018,-16965000.0,349039000.0,206316000.0
