,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
March 2009,5495750.0,-3751000.0,
June 2009,5495750.0,-3751000.0,
September 2009,5495750.0,-3751000.0,
December 2009,5495750.0,-3751000.0,
March 2010,5344000.0,7242000.0,
June 2010,4894000.0,7289000.0,
September 2010,5453000.0,4827000.0,
December 2010,6162000.0,10262000.0,1098227000.0
March 2011,5894000.0,10124000.0,
June 2011,5751000.0,8274000.0,1356471000.0
September 2011,5996000.0,8783000.0,1411107000.0
December 2011,5800000.0,12255000.0,1525302000.0
March 2012,6103000.0,11315000.0,1553971000.0
June 2012,6106000.0,11846000.0,1597171000.0
September 2012,5949000.0,11412000.0,1648746000.0
December 2012,5934000.0,11863000.0,1728891000.0
