,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2014,744914.0,-855160.0,,,
June 2014,1705920.0,-1782644.0,,,
September 2014,1616331.0,-1671158.0,,,
December 2014,1314506.0,-1092792.0,4929120.0,1026758.0,117110.0
March 2015,1173783.0,-974322.0,5408884.0,1174300.0,100198.0
June 2015,1968120.0,-1844497.0,7869725.0,1971094.0,86776.0
September 2015,1842883.0,-1420335.0,8654389.0,2823744.0,35839.0
December 2015,2027823.0,-1459044.0,7758149.0,,
March 2016,1486728.0,-956679.0,8024278.0,,
June 2016,1796561.0,-1244532.0,8017651.0,,
September 2016,1541776.0,-984549.0,8348596.0,,
December 2016,2051129.0,-1543109.0,6821947.0,,
March 2017,971471.0,-503939.0,6373118.0,,
June 2017,1312550.0,-1051983.0,8885016.0,,
September 2017,1479740.0,-1696579.0,6954961.0,,
December 2017,2656627.0,-2253218.0,5750922.0,,
March 2018,1437796.0,-1043585.0,4984090.0,,
June 2018,833103.0,-517329.0,4515413.0,,
September 2018,618746.0,-265982.0,4227280.0,,
December 2018,830606.0,-536479.0,3642842.0,,
March 2019,832802.0,-580182.0,3161399.0,,
