,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
March 2009,6336200.25,1758959.0,
June 2009,6336200.25,1758959.0,
September 2009,6336200.25,1758959.0,
December 2009,6336200.25,1758959.0,
March 2010,6681208.5,1549697.0,
June 2010,6681208.5,1558362.0,
September 2010,6681208.5,1009611.0,
December 2010,6681208.5,-6497466.0,797245846.0
March 2011,6988337.0,326782.0,
June 2011,6988337.0,382090.0,784538183.0
September 2011,6988337.0,403271.0,768411478.0
December 2011,6988337.0,441166.0,746940855.0
March 2012,,461896.0,750349997.0
June 2012,,480751.0,
September 2012,,965965.0,717161609.0
December 2012,,-12885733.0,707713452.0
March 2013,,1566410.0,690957949.0
June 2013,,1764656.0,680082495.0
September 2013,,1536829.0,682014944.0
December 2013,,1144200.0,674721943.0
March 2014,,1102002.0,700764149.0
June 2014,,1285832.0,711547461.0
September 2014,,1418781.0,734224654.0
December 2014,,66329.0,885430647.0
March 2015,,725000.0,879555419.0
June 2015,,1154000.0,899737053.0
September 2015,,1236612.0,913367826.0
December 2015,,1568000.0,946282972.0
March 2016,,1460794.0,940107755.0
June 2016,,1612014.0,961479122.0
September 2016,,1894312.0,985795399.0
December 2016,,1994000.0,990701914.0
March 2017,,1872197.0,1039424339.0
June 2017,,2054917.0,1061379055.0
September 2017,,2915502.0,1073480436.0
