,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2009,2593000.0,-3223000.0,,
June 2009,2593000.0,-3223000.0,,
September 2009,2593000.0,-3223000.0,,
December 2009,2593000.0,-3223000.0,,
March 2010,2415000.0,-6219000.0,,
June 2010,2257000.0,-225000.0,,
September 2010,2260000.0,-5077000.0,,
December 2010,3461000.0,-4029000.0,39805000.0,36423000.0
March 2011,2200000.0,-5911000.0,,
June 2011,1969000.0,-972000.0,31247000.0,27998000.0
September 2011,2153000.0,-845000.0,31342000.0,28077000.0
December 2011,2416000.0,-2003000.0,28296000.0,25346000.0
March 2012,1802000.0,-3057000.0,24630000.0,21752000.0
June 2012,1693000.0,314000.0,,
September 2012,1729000.0,-4940000.0,25305000.0,22361000.0
December 2012,1733000.0,-1995000.0,19429000.0,16180000.0
March 2013,1847000.0,-2168000.0,17436000.0,13920000.0
June 2013,1829000.0,324000.0,19435000.0,15852000.0
September 2013,1912000.0,94000.0,21393000.0,17680000.0
December 2013,2020000.0,-3686000.0,20184000.0,16687000.0
March 2014,2073000.0,-2896000.0,17103000.0,13501000.0
June 2014,2174000.0,-1911000.0,14765000.0,11034000.0
