,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2012,,71925.5,-133593.0,,,
June 2012,,71925.5,-133593.0,,,
September 2012,,112785.0,-139866.0,,,
December 2012,,44648.0,-84039.0,780274.0,385141.0,
March 2013,,679200.0,-1507396.0,,,
June 2013,,1368497.0,-1507396.0,,,
September 2013,,2399223.0,-2348888.0,2360796.0,2360598.0,
December 2013,,3937327.0,-3933573.0,2097352.0,2097154.0,
March 2014,,2858681.0,-2835929.0,1839905.0,1839707.0,
June 2014,,3834260.0,8000.0,4659413.0,2292549.0,
September 2014,,2771835.0,-2861325.0,3779335.0,855674.0,
December 2014,,1464842.0,-6430425.0,1379290.0,770897.0,
March 2015,,1285497.0,-2731906.0,876041.0,866244.0,
June 2015,,633428.0,823556.0,170755.0,142306.0,
September 2015,,423660.0,-935012.0,578989.0,570215.0,
December 2015,,-546079.0,154031.0,113651.0,106316.0,
March 2016,,83804.0,-50151.0,31304.0,28889.0,
June 2016,,50780.0,-180113.0,30232.0,27817.0,
September 2016,,99577.0,-36466.0,29273.0,26858.0,
December 2016,,365169.0,-777053.0,29273.0,26858.0,
March 2017,,173781.0,228063.0,29273.0,26858.0,
June 2017,,203395.0,-177798.0,29273.0,26858.0,
September 2017,,161840.0,-181197.0,29273.0,26858.0,
December 2017,,824736.0,-985364.0,122273.0,113000.0,
March 2018,684452.0,684452.0,-554811.0,3000.0,3000.0,
June 2018,344820.0,344820.0,-486653.0,51000.0,51000.0,
September 2018,145942.0,145942.0,-196807.0,1000.0,1000.0,
December 2018,102310.0,102310.0,-596087.0,8100.0,8100.0,
March 2019,156847.0,156847.0,-344587.0,130178.0,126796.0,
June 2019,287509.0,287509.0,-432206.0,96580.0,93198.0,
September 2019,649394.0,587394.0,-1071775.0,82907.0,56625.0,
December 2019,270050.0,332050.0,-1443954.0,525684.0,499402.0,26282.0
March 2020,247208.0,247208.0,-2296759.0,77277.0,8887.0,68390.0
June 2020,288169.0,288169.0,-3789346.0,243887.0,89717.0,154170.0
September 2020,264581.0,264581.0,2693080.0,876214.0,96384.0,779830.0
December 2020,285459.0,285459.0,-9213515.0,701225.0,264.0,700961.0
March 2021,425424.0,425424.0,3721651.0,1013973.0,325551.0,688422.0
June 2021,605004.3333333334,1165194.0,798959.0,908042.0,280330.0,
September 2021,605004.3333333334,218488.0,-2478256.0,902396.0,137003.0,765393.0
December 2021,605004.3333333334,431331.0,168955.0,299770.0,98800.0,200970.0
March 2022,280351.0,280351.0,-930083.0,139537.0,3539.0,135998.0
June 2022,,215148.0,-450707.0,181700.0,84144.0,97556.0
