,NetIncomeLoss,Assets
March 2010,-490.75,
June 2010,-490.75,
September 2010,-490.75,
December 2010,-490.75,308364.0
March 2011,123.0,
June 2011,116000.0,
September 2011,354000.0,
December 2011,-469098.0,405274.0
March 2012,592000.0,433398.0
June 2012,751000.0,454399000.0
September 2012,687000.0,474363000.0
December 2012,912000.0,499173000.0
March 2013,1442000.0,493415000.0
June 2013,4401000.0,489331000.0
September 2013,803000.0,532327000.0
December 2013,217000.0,538145000.0
March 2014,402000.0,554773000.0
June 2014,779000.0,554413000.0
September 2014,626000.0,583986000.0
December 2014,554000.0,585218000.0
March 2015,315000.0,616650000.0
June 2015,515000.0,661305000.0
September 2015,854000.0,720041000.0
December 2015,869000.0,731950000.0
March 2016,273000.0,739477000.0
