,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 1981,875000.0,,,
June 1981,875000.0,,,
September 1981,875000.0,,,
December 1981,875000.0,,,
March 1982,,,,
June 1982,,,,
September 1982,,,,
December 1982,,,,
March 1983,,,,
June 1983,,,,
September 1983,,,,
December 1983,,,,
March 1984,,,,
June 1984,,,,
September 1984,,,,
December 1984,,,,
March 1985,,,,
June 1985,,,,
September 1985,,,,
December 1985,,,,
March 1986,,,,
June 1986,,,,
September 1986,,,,
December 1986,,,,
March 1987,,,,
June 1987,,,,
September 1987,,,,
December 1987,,,,
March 1988,,,,
June 1988,,,,
September 1988,,,,
December 1988,,,,
March 1989,,,,
June 1989,,,,
September 1989,,,,
December 1989,,,,
March 1990,,,,
June 1990,,,,
September 1990,,,,
December 1990,,,,
March 1991,,,,
June 1991,,,,
September 1991,,,,
December 1991,,,,
March 1992,,,,
June 1992,,,,
September 1992,,,,
December 1992,,,,
March 1993,,,,
June 1993,,,,
September 1993,,,,
December 1993,,,,
March 1994,,,,
June 1994,,,,
September 1994,,,,
December 1994,,,,
March 1995,,,,
June 1995,,,,
September 1995,,,,
December 1995,,,,
March 1996,,,,
June 1996,,,,
September 1996,,,,
December 1996,,,,
March 1997,,,,
June 1997,,,,
September 1997,,,,
December 1997,,,,
March 1998,,,,
June 1998,,,,
September 1998,,,,
December 1998,,,,
March 1999,,,,
June 1999,,,,
September 1999,,,,
December 1999,,,,
March 2000,,,,
June 2000,,,,
September 2000,,,,
December 2000,,,,
March 2001,,,,
June 2001,,,,
September 2001,,,,
December 2001,,,,
March 2002,,,,
June 2002,,,,
September 2002,,,,
December 2002,,,,
March 2003,,,,
June 2003,,,,
September 2003,,,,
December 2003,,,,
March 2004,,,,
June 2004,,,,
September 2004,,,,
December 2004,,,,
March 2005,,,,
June 2005,,,,
September 2005,,,,
December 2005,,,,
March 2006,,,,
June 2006,,,,
September 2006,,,,
December 2006,,,,
March 2007,,,,
June 2007,,,,
September 2007,,,,
December 2007,,,,
March 2008,,,,
June 2008,,,,
September 2008,,,,
December 2008,,,,
March 2009,,0.0,,
June 2009,,0.0,,
September 2009,,0.0,,
December 2009,,0.0,,
March 2010,,0.0,,
June 2010,,0.0,0.0,0.0
September 2010,,0.0,0.0,0.0
December 2010,,0.0,0.0,0.0
March 2011,,0.0,0.0,0.0
June 2011,,0.0,0.0,0.0
September 2011,,0.0,0.0,0.0
December 2011,,0.0,0.0,0.0
March 2012,,0.0,0.0,0.0
June 2012,,0.0,0.0,0.0
September 2012,,0.0,0.0,0.0
December 2012,,0.0,0.0,0.0
March 2013,875000.0,0.0,0.0,0.0
June 2013,875000.0,0.0,0.0,0.0
September 2013,875000.0,0.0,0.0,0.0
December 2013,875000.0,0.0,0.0,0.0
