,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
September 2013,4458745.5,548516.5,,,
December 2013,4458745.5,548516.5,,,
March 2014,4767247.0,-124083.0,,,
June 2014,5530196.0,32482.0,,,
September 2014,4209848.0,89876.0,,,
December 2014,3935980.0,400905.0,,,
March 2015,3924130.0,31063.0,,,
June 2015,3692396.0,396795.0,,,
September 2015,3623079.0,-94262.0,,,
December 2015,3913670.0,-1497943.0,,,
March 2016,4146458.0,-374487.0,,,
June 2016,4279449.0,-1243315.0,,,
September 2016,3768987.0,-139536.0,,,
December 2016,3358186.0,-346135.0,,,
March 2017,2852759.0,25527.0,,,
June 2017,-8548515.0,-1389663.0,,,
September 2017,275355.0,-144434.0,,,
December 2017,139896.0,438054.0,,,
March 2018,116589.0,453247.0,,,
June 2018,284691.0,1806648.0,,,
September 2018,28329.0,-25976.0,,,
December 2018,47084.0,-10533.0,,,
March 2019,49470.0,574732.0,,,
June 2019,66347.0,-83699.0,,,
September 2019,23904.0,-26925.0,,,
