,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
June 2009,6996250.0,664250.0,1115750.0,,
September 2009,6996250.0,664250.0,1115750.0,,
December 2009,6996250.0,664250.0,1115750.0,,
March 2010,6996250.0,664250.0,1115750.0,,
June 2010,6751000.0,749000.0,-1375000.0,,
September 2010,8577000.0,950000.0,1128000.0,,
December 2010,10417000.0,1089000.0,9696000.0,,
March 2011,8867000.0,1890000.0,1432000.0,75534000.0,54315000.0
June 2011,8867000.0,1692000.0,-3484000.0,65118000.0,43600000.0
September 2011,9015000.0,1499000.0,-480000.0,76873000.0,55578000.0
December 2011,8994000.0,1285000.0,1536000.0,92094000.0,71091000.0
March 2012,8504000.0,1158000.0,805000.0,77326000.0,56884000.0
June 2012,7967000.0,1021000.0,-1717000.0,68463000.0,48604000.0
September 2012,8475000.0,1217000.0,-450000.0,81699000.0,62295000.0
December 2012,8759000.0,1080000.0,3127000.0,86956000.0,68352000.0
March 2013,18831000.0,887000.0,-12160000.0,52523000.0,45138000.0
June 2013,7483000.0,1011000.0,-2065000.0,49200000.0,42168000.0
September 2013,8387000.0,1167000.0,-4545000.0,53193000.0,46440000.0
December 2013,7023000.0,1062000.0,-566000.0,49529000.0,42855000.0
March 2014,6527000.0,998000.0,-265000.0,39293000.0,31701000.0
June 2014,6194000.0,522000.0,-1245000.0,39430000.0,32297000.0
September 2014,7155000.0,846000.0,-922000.0,45825000.0,38819000.0
December 2014,5971000.0,852000.0,1358000.0,49008000.0,41402000.0
March 2015,6167000.0,775000.0,5556000.0,47492000.0,33509000.0
June 2015,6640000.0,921000.0,-3965000.0,44675000.0,30645000.0
September 2015,8147000.0,941000.0,-1611000.0,87178000.0,72570000.0
December 2015,8584000.0,1007000.0,1219000.0,83299000.0,69049000.0
March 2016,8408000.0,830000.0,-7263000.0,55003000.0,39832000.0
June 2016,4604000.0,657000.0,-4793000.0,42384000.0,27933000.0
September 2016,,560000.0,4080000.0,40085000.0,27220000.0
December 2016,,436000.0,-3461000.0,41788000.0,29899000.0
