,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
June 2018,,,-2600.0,,,
September 2018,,,-1177.0,,,
December 2018,,,311415.0,222076149.0,1016104.0,
March 2019,,,790254.0,223195910.0,875474.0,
June 2019,,,842931.0,224065917.0,729370.0,
September 2019,,,815158.0,225146124.0,630324.0,
December 2019,,,424546.0,226010880.0,577531.0,
March 2020,51269.0,302669.0,-216616.0,226379822.0,459537.0,
June 2020,0.0,444129.0,-312119.0,152979919.0,189386.0,
September 2020,37640.0,886629.0,-617905.0,153916930.0,135662.0,
December 2020,21265.0,1905793.0,-1703005.0,93922522.0,582517.0,198873.0
March 2021,29082.0,7921858.0,2905674.0,137289863.0,131793096.0,
June 2021,638753.0,6595735.0,-3143000.0,130358945.0,121375013.0,8983932.0
September 2021,893215.0,13040649.0,-11279722.0,173964062.0,108364097.0,65599965.0
December 2021,1979491.0,14318499.0,-9005982.0,163030755.0,97350798.0,65679957.0
March 2022,2149000.0,10498000.0,-4096000.0,148172000.0,82624000.0,65548000.0
June 2022,2642000.0,7956000.0,-11148000.0,137357000.0,71026000.0,66331000.0
