,NetIncomeLoss,Assets
March 2009,6372500.0,
June 2009,6372500.0,
September 2009,6372500.0,
December 2009,6372500.0,
March 2010,8737000.0,
June 2010,8737000.0,
September 2010,11203000.0,
December 2010,12567000.0,4445281000.0
March 2011,10608000.0,
June 2011,14865000.0,4354951000.0
September 2011,11540000.0,4305941000.0
December 2011,11182000.0,4374071000.0
March 2012,11715000.0,4384696000.0
June 2012,12567000.0,4486584000.0
September 2012,13005000.0,4488219000.0
December 2012,12346000.0,4550693000.0
March 2013,12404000.0,4558028000.0
June 2013,13942000.0,4638811000.0
September 2013,14896000.0,4649961000.0
December 2013,13716000.0,4722826000.0
March 2014,13632000.0,4773193000.0
June 2014,14494000.0,4925727000.0
September 2014,14947000.0,4820793000.0
December 2014,14996000.0,4829958000.0
March 2015,13511000.0,4862384000.0
June 2015,15630000.0,5014023000.0
September 2015,13928000.0,5105584000.0
December 2015,14417000.0,5187916000.0
March 2016,13818000.0,5245610000.0
June 2016,14479000.0,5379938000.0
September 2016,14264000.0,5447911000.0
December 2016,15225000.0,5486268000.0
March 2017,16206000.0,5501526000.0
June 2017,16669000.0,5687230000.0
September 2017,17182000.0,5806735000.0
December 2017,17994000.0,5887284000.0
March 2018,19116000.0,6051463000.0
June 2018,21964000.0,6320058000.0
September 2018,19888000.0,6293169000.0
December 2018,,6293745000.0
March 2019,22196000.0,6379086000.0
