,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
December 2008,168000.0,173800.0,-32000.0,,
March 2009,168000.0,173800.0,-136750.0,,
June 2009,168000.0,173800.0,-136750.0,,
September 2009,168000.0,173800.0,-136750.0,,
December 2009,168000.0,173800.0,-136750.0,,
March 2010,926000.0,237000.0,-389000.0,,
June 2010,702000.0,247000.0,-600000.0,,
September 2010,237000.0,219000.0,-239000.0,,
December 2010,-1038000.0,-10000.0,-66000.0,192000.0,29000.0
March 2011,485000.0,343000.0,-789000.0,,
June 2011,347000.0,57000.0,-974000.0,276000.0,274000.0
September 2011,10149000.0,578000.0,-9070000.0,1604000.0,1371000.0
December 2011,811000.0,698000.0,-437000.0,644000.0,416000.0
March 2012,568000.0,288000.0,-557000.0,457000.0,234000.0
June 2012,628000.0,399000.0,-634000.0,433000.0,215000.0
September 2012,432000.0,301000.0,-448000.0,387000.0,174000.0
December 2012,496000.0,340000.0,-517000.0,356000.0,148000.0
March 2013,556000.0,228000.0,-581000.0,318000.0,114000.0
June 2013,502000.0,125000.0,-290000.0,161000.0,123000.0
September 2013,324000.0,106000.0,-372000.0,208000.0,171000.0
December 2013,395000.0,213000.0,-462000.0,155000.0,119000.0
March 2014,423000.0,118000.0,-485000.0,142000.0,107000.0
June 2014,265000.0,65000.0,-332000.0,73000.0,39000.0
September 2014,213000.0,26000.0,-284000.0,70000.0,37000.0
December 2014,218000.0,53000.0,-293000.0,106000.0,73000.0
March 2015,204000.0,13000.0,-276000.0,86000.0,54000.0
June 2015,144000.0,28000.0,-222000.0,49000.0,18000.0
September 2015,209000.0,71000.0,-289000.0,39000.0,9000.0
