,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2010,1216805.0,9579.0,-1086311.0,,,
June 2010,1175578.0,343531.0,-1011002.0,,,
September 2010,1250081.0,314098.0,-536513.0,,,
December 2010,4227562.0,-21122.0,-3196219.0,37812999.0,14991014.0,22821985.0
March 2011,1001864.0,30810.0,79593.0,,,
June 2011,1041180.0,259762.0,-431385.0,30951476.0,8307240.0,22644236.0
September 2011,991258.0,84181.0,206357.0,30299614.0,7369139.0,22930475.0
December 2011,2704011.0,559830.0,-3623303.0,28169060.0,6235995.0,21933065.0
March 2012,900487.0,155570.0,-1044100.0,29850480.0,8238109.0,21612371.0
June 2012,1170656.0,379355.0,812.0,,,
September 2012,1083653.0,442613.0,-1248083.0,29081581.0,5873991.0,23207590.0
December 2012,2158484.0,178357.0,-2936379.0,27171027.0,4836202.0,22334825.0
March 2013,978848.0,295252.0,-1044171.0,27463284.0,5317229.0,22146055.0
June 2013,1038780.0,335431.0,-1170677.0,27965339.0,5872850.0,22092489.0
September 2013,485695.0,168731.0,38147.0,27389617.0,5537423.0,21852194.0
December 2013,294775.0,-874268.0,-341429.0,27701130.0,5691776.0,22009354.0
March 2014,280888.0,-7948.0,-540548.0,26454088.0,4862059.0,21592029.0
June 2014,617970.0,197751.0,-472686.0,26218895.0,4537587.0,21681308.0
September 2014,340879.0,8144.0,-391935.0,25623894.0,4126544.0,21497350.0
December 2014,2670390.0,-167364.0,-2632100.0,21679552.0,2703480.0,18976072.0
