,NetIncomeLoss,Assets
March 2011,-1178308.0,
June 2011,440819.0,
September 2011,30238.0,553170777.0
December 2011,-2229749.0,554004994.0
March 2012,-1734482.0,604077730.0
June 2012,-81849.0,621492416.0
September 2012,1562000.0,633104392.0
December 2012,-821000.0,810789000.0
March 2013,1948000.0,1061990000.0
June 2013,6459000.0,1251542000.0
September 2013,-670000.0,1279802000.0
December 2013,-1859000.0,1294476000.0
March 2014,3458000.0,1428892000.0
June 2014,8975000.0,1428323000.0
September 2014,3713000.0,1472626000.0
December 2014,4725000.0,1459024000.0
March 2015,10534000.0,1454222000.0
June 2015,16204000.0,1551114000.0
September 2015,13540000.0,1609700000.0
December 2015,84159000.0,1580954000.0
March 2016,48485000.0,1637437000.0
June 2016,21865000.0,1647176000.0
September 2016,27083000.0,1660228000.0
December 2016,10372000.0,1718505000.0
March 2017,33086000.0,1796119000.0
June 2017,33969000.0,1996541000.0
September 2017,22390000.0,2043878000.0
December 2017,9769000.0,2209874000.0
March 2018,9688000.0,2221878000.0
June 2018,37576000.0,2216268000.0
September 2018,37901000.0,2262931000.0
December 2018,5756000.0,2222297000.0
March 2019,12877000.0,2229642000.0
June 2019,48957000.0,2123221000.0
September 2019,11534000.0,2149358000.0
December 2019,9242000.0,2355683000.0
March 2020,-15322000.0,2423120000.0
June 2020,-50417000.0,2380875000.0
September 2020,-34546000.0,2275196000.0
December 2020,-43054000.0,2233019000.0
March 2021,-31365000.0,2221105000.0
June 2021,-18692000.0,2231463000.0
September 2021,-4504000.0,2248320000.0
December 2021,-11012000.0,2264902000.0
March 2022,-8409000.0,3106599000.0
June 2022,,3124677000.0
