,OperatingExpenses,NetIncomeLoss,Assets
March 2009,2511092.75,-3123131.75,
June 2009,2511092.75,-3123131.75,
September 2009,2511092.75,-3123131.75,
December 2009,2511092.75,-3123131.75,
March 2010,1916308.0,-4456620.0,
June 2010,1802923.0,-1193647.0,
September 2010,1689722.0,5965626.0,
December 2010,1770037.0,5412753.0,84618774.0
March 2011,1613677.0,-4527688.0,
June 2011,1467840.0,-450144.0,68705504.0
September 2011,1395310.0,2256951.0,67026368.0
December 2011,1244328.0,-2695645.0,61528031.0
March 2012,1184460.0,1486145.0,57559817.0
June 2012,1105031.0,-88941.0,52935876.0
September 2012,1026370.0,1544568.0,50676129.0
December 2012,905387.0,-2861237.0,44203873.0
March 2013,861476.0,2277489.0,43503277.0
June 2013,858774.0,1841864.0,42050930.0
September 2013,788235.0,-1571142.0,37507789.0
December 2013,734896.0,1133244.0,36588648.0
March 2014,663432.0,-3946670.0,29204123.0
June 2014,384706.0,1106264.0,26015401.0
September 2014,319052.0,3108105.0,24912718.0
December 2014,335298.0,3398006.0,26392598.0
March 2015,366782.0,2259655.0,27745999.0
June 2015,362834.0,-4013725.0,23246285.0
September 2015,316256.0,710831.0,23133914.0
December 2015,310044.0,-158260.0,22307092.0
March 2016,302746.0,-79703.0,21495774.0
June 2016,268842.0,-802435.0,19243281.0
September 2016,257813.0,-831711.0,17690806.0
