,NetIncomeLoss,Assets
March 2010,47225000.0,
June 2010,47225000.0,
September 2010,47225000.0,
December 2010,47225000.0,
March 2011,9416000.0,
June 2011,21795000.0,
September 2011,7758000.0,
December 2011,13760000.0,13041678000.0
March 2012,11846000.0,13774821000.0
June 2012,11172000.0,
September 2012,22178000.0,16509440000.0
December 2012,28846000.0,18242878000.0
March 2013,39146000.0,18306488000.0
June 2013,45993000.0,18362872000.0
September 2013,33150000.0,17612089000.0
December 2013,18451000.0,17640984000.0
March 2014,31760000.0,17630948000.0
June 2014,34782000.0,19753820000.0
September 2014,43519000.0,20510342000.0
December 2014,38021000.0,21617788000.0
March 2015,14230000.0,23347219000.0
June 2015,41567000.0,24120491000.0
September 2015,29583000.0,25214743000.0
December 2015,45146000.0,26601026000.0
March 2016,27924000.0,26641399000.0
June 2016,21555000.0,27354310000.0
September 2016,37131000.0,28703045000.0
December 2016,58321000.0,27838086000.0
March 2017,38537000.0,27776579000.0
