,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
June 2005,-6551.210526315789,,,
September 2005,-6551.210526315789,,,
December 2005,-6551.210526315789,,,
March 2006,-6551.210526315789,,,
June 2006,-6551.210526315789,,,
September 2006,-6551.210526315789,,,
December 2006,-6551.210526315789,,,
March 2007,-6551.210526315789,,,
June 2007,-6551.210526315789,,,
September 2007,-6551.210526315789,,,
December 2007,-6551.210526315789,,,
March 2008,-6551.210526315789,,,
June 2008,-6551.210526315789,,,
September 2008,-6551.210526315789,,,
December 2008,-6551.210526315789,,,
March 2009,-6551.210526315789,,,
June 2009,-6551.210526315789,,,
September 2009,-6551.210526315789,,,
December 2009,-6551.210526315789,,,
March 2010,-4026.3333333333335,,,
June 2010,-4026.3333333333335,,,
September 2010,-4026.3333333333335,,,
December 2010,-5587.0,18361.0,16797.0,1564.0
March 2011,-17477.0,,,
June 2011,-9508.0,1168.0,79.0,1089.0
September 2011,-10444.0,5187.0,4280.0,907.0
December 2011,-17477.0,3913.0,3187.0,726.0
March 2012,-10692.0,2603.0,2059.0,544.0
June 2012,-5909.0,740.0,378.0,362.0
September 2012,-6941.0,965.0,694.0,271.0
December 2012,-5606.0,1090.0,909.0,181.0
March 2013,-9139.0,1354.0,1263.0,91.0
June 2013,-5626.0,75.0,75.0,0.0
