,OperatingExpenses,NetIncomeLoss,Assets
March 2009,7908750.0,,
June 2009,7908750.0,,
September 2009,7908750.0,,
December 2009,7908750.0,,
March 2010,8317000.0,-1818000.0,
June 2010,8272000.0,-1370000.0,
September 2010,11143000.0,-4202000.0,
December 2010,13285000.0,-3375000.0,368534000.0
March 2011,13307000.0,-2074000.0,
June 2011,14276000.0,-2774000.0,362180000.0
September 2011,15425000.0,-2063000.0,360429000.0
December 2011,15308000.0,-2035000.0,356695000.0
March 2012,14667000.0,-2550000.0,351040000.0
June 2012,16327000.0,-2666000.0,350025000.0
September 2012,33478000.0,-20994000.0,451389000.0
December 2012,34641000.0,-8650000.0,755016000.0
March 2013,27256000.0,324000.0,913089000.0
June 2013,36488000.0,-9334000.0,1003790000.0
September 2013,56913000.0,-11846000.0,1360343000.0
December 2013,60060000.0,-11750000.0,1526690000.0
March 2014,70047000.0,-12269000.0,1829809000.0
June 2014,48842000.0,-1561000.0,1847521000.0
September 2014,53133000.0,-5088000.0,1849012000.0
December 2014,60509000.0,-6381000.0,1820349000.0
March 2015,55084000.0,-5511000.0,1782018000.0
June 2015,53457000.0,-4040000.0,1687130000.0
September 2015,59420000.0,-13688000.0,1646550000.0
