,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
June 2010,,,,,,
September 2010,176578.0,176547.5,-176578.0,,,
December 2010,176578.0,176547.5,-176578.0,1003364.0,113404.0,889960.0
March 2011,137266.0,136620.0,212480.0,,,
June 2011,105921.0,124835.0,275661.0,,,
September 2011,217790.0,124835.0,391401.0,,,
December 2011,253693.0,124835.0,28671.0,14447572.0,816728.0,13630844.0
March 2012,322861.0,163381.0,232705.0,16340277.0,1629840.0,14710437.0
June 2012,203515.0,,278648.0,,,
September 2012,193839.0,,50039.0,17092100.0,2004569.0,
December 2012,768499.0,,848164.0,19226696.0,404631.0,
March 2013,233880.0,,1457901.0,19469837.0,831743.0,
June 2013,521298.0,,1437725.0,19886902.0,1223612.0,
September 2013,210901.0,,1662957.0,19552481.0,1001166.0,
December 2013,400217.0,,1134898.0,19925183.0,454397.0,
March 2014,1422284.0,,754399.0,20525237.0,1500631.0,
June 2014,231374.0,,1565346.0,22965640.0,1071352.0,
September 2014,228115.0,,1615241.0,24658464.0,3018335.0,
December 2014,6086751.0,,-10002074.0,20634215.0,2400662.0,
March 2015,763887.0,,-2714850.0,20945463.0,1044211.0,
June 2015,225847.0,,-323597.0,20656058.0,1031352.0,
September 2015,840329.0,,-1504397.0,19574811.0,971595.0,
