,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
March 2011,0.0,664500.0,,
June 2011,0.0,664500.0,,
September 2011,107000.0,664500.0,37000.0,22000.0
December 2011,29974000.0,664500.0,40420000.0,15971000.0
March 2012,7900000.0,383000.0,251000.0,
June 2012,7742000.0,570000.0,538000.0,
September 2012,23465000.0,-360000.0,,
December 2012,54379000.0,1507000.0,251512000.0,36588000.0
March 2013,54559000.0,56000.0,248889000.0,37449000.0
June 2013,57772000.0,258000.0,250172000.0,42775000.0
September 2013,59459000.0,-436000.0,277899000.0,46675000.0
December 2013,59959000.0,1101000.0,278452000.0,47606000.0
March 2014,71109000.0,-2953000.0,278561000.0,48572000.0
June 2014,82529000.0,-6383000.0,264282000.0,47636000.0
September 2014,79134000.0,-1746000.0,273828000.0,59088000.0
December 2014,98888000.0,-21318000.0,248648000.0,53464000.0
March 2015,82558000.0,-4662000.0,254764000.0,61533000.0
June 2015,84748000.0,-2109000.0,254683000.0,61651000.0
September 2015,87932000.0,-3541000.0,283018000.0,71259000.0
December 2015,86820000.0,8696000.0,278550000.0,76270000.0
March 2016,85793000.0,-2636000.0,277870000.0,77425000.0
June 2016,89116000.0,-4035000.0,270218000.0,72031000.0
