,OperatingExpenses,NetIncomeLoss,Assets
March 2009,395959000.0,-63653750.0,
June 2009,395959000.0,-63653750.0,
September 2009,395959000.0,-63653750.0,
December 2009,395959000.0,-63653750.0,
March 2010,441738000.0,-84151000.0,
June 2010,428130000.0,-92384000.0,
September 2010,457612000.0,-94655000.0,
December 2010,490514000.0,-13421000.0,2076695000.0
March 2011,498116000.0,-103432000.0,
June 2011,441870000.0,-94536000.0,2040821000.0
September 2011,500564000.0,-142058000.0,2109307000.0
December 2011,514358000.0,-91489000.0,2220686000.0
March 2012,220890000.0,-29540000.0,2079755000.0
June 2012,212555000.0,4909000.0,
September 2012,220782000.0,708000.0,2225401000.0
December 2012,253993000.0,102207000.0,2155678000.0
March 2013,220611000.0,14329000.0,2210789000.0
June 2013,249849000.0,-2076000.0,2268377000.0
September 2013,184051000.0,101185000.0,2357633000.0
December 2013,243092000.0,145813000.0,2674432000.0
March 2014,231334000.0,2936000.0,2898545000.0
June 2014,216284000.0,68955000.0,2955397000.0
September 2014,397947000.0,10215000.0,3242545000.0
December 2014,309653000.0,,2502384000.0
March 2015,329039000.0,,2187361000.0
June 2015,258100000.0,,2208956000.0
September 2015,223934000.0,,2276714000.0
December 2015,241805000.0,,2275281000.0
March 2016,206634000.0,,2008289000.0
June 2016,238852000.0,,1983177000.0
September 2016,225123000.0,,2057915000.0
December 2016,279952000.0,,2201374000.0
March 2017,241371000.0,,1979567000.0
June 2017,209626000.0,,2041112000.0
September 2017,248074000.0,,2317476000.0
