,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2009,84580750.0,15354500.0,52428250.0,-86441500.0,,,
June 2009,84580750.0,15354500.0,52428250.0,-86441500.0,,,
September 2009,84580750.0,15354500.0,52428250.0,-86441500.0,,,
December 2009,84580750.0,15354500.0,52428250.0,-86441500.0,,,
March 2010,65338000.0,12473000.0,53829000.0,20725000.0,,,
June 2010,64626000.0,12099000.0,49259000.0,34555000.0,,,
September 2010,57322000.0,13002000.0,42840000.0,32100000.0,,,
December 2010,67415000.0,14001000.0,49566000.0,126019000.0,1128204000.0,547094000.0,173013000.0
March 2011,68041000.0,14095000.0,54256000.0,70554000.0,,,
June 2011,73267000.0,15555000.0,57663000.0,74875000.0,1286818000.0,725781000.0,160509000.0
September 2011,70878000.0,16176000.0,54790000.0,56997000.0,1268294000.0,760672000.0,137700000.0
December 2011,80368000.0,18170000.0,61259000.0,27444000.0,1278256000.0,760843000.0,149569000.0
March 2012,76353000.0,16296000.0,60045000.0,64794000.0,,,
June 2012,75298000.0,16367000.0,58960000.0,56408000.0,1389206000.0,910236000.0,145939000.0
September 2012,72090000.0,15180000.0,56772000.0,40633000.0,1401654000.0,918987000.0,150709000.0
December 2012,75330000.0,16229000.0,59292000.0,19924000.0,1398959000.0,910303000.0,146410000.0
