,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2010,116360.0,,,-126292.5,,,
June 2010,116360.0,,,-126292.5,,,
September 2010,30553.0,,,-21168.0,,,
December 2010,23413.0,,,58039.0,225726.0,12815.0,
March 2011,100011.0,,,-3437.0,,,
June 2011,164850.0,,,1433.0,,,
September 2011,108473.0,,,-19469.0,329450.0,141751.0,
December 2011,0.0,,,-194241.0,342061.0,176867.0,
March 2012,117771.0,,,6395.0,494066.0,183988.0,
June 2012,96808.0,,,-98081.0,,,
September 2012,14585.0,,,6862.0,308371.0,105411.0,
December 2012,0.0,,,0.0,458965.0,286505.0,
March 2013,169308.0,,,159990.0,,,
June 2013,194971.0,,,-299861.0,135711.0,64973.0,
September 2013,21166.0,,,-37563.0,98257.0,35089.0,
December 2013,0.0,,,0.0,72686.0,17088.0,
March 2014,21847.0,,,-24197.0,51028.0,8522.0,
June 2014,388798.0,,,-88183.0,,243009.0,
September 2014,295586.0,,,1192.0,,193647.0,
December 2014,,,,,,,
March 2015,,,,,,,
June 2015,,,,,,,
September 2015,,,,,,,
December 2015,,,,,,,
March 2016,,,,,,,
June 2016,,,,,,,
September 2016,,,,,,,
December 2016,,,,,,,
March 2017,,,,,,,
June 2017,,,,,,,
September 2017,,,,,,,
December 2017,,,,,,,
March 2018,,,,,,,
June 2018,,,,,,,
September 2018,,,,,,,
December 2018,,,,,,,
March 2019,,,,,,,
June 2019,,,,,,,
September 2019,,,,,,,
December 2019,,,,,,,
March 2020,13514.5,0.0,,-14627.5,,,
June 2020,13514.5,0.0,,-14627.5,,,
September 2020,7660.0,0.0,,-8785.0,,,
December 2020,,0.0,,9915.0,43436.0,43436.0,
March 2021,15600.0,0.0,15600.0,-16725.0,,,
June 2021,3641.0,0.0,3641.0,-4766.0,,,
September 2021,8483.0,0.0,,-9607.0,15164.0,15164.0,
December 2021,,,,-16699.0,138.0,138.0,
March 2022,2397962.0,,2169125.0,-815826.0,55064966.0,23250340.0,31814626.0
June 2022,4855191.0,,4534232.0,-2638355.0,50207824.0,20558974.0,29648850.0
