,NetIncomeLoss,Assets
March 2010,110000.0,
June 2010,-2685000.0,
September 2010,230000.0,
December 2010,-2229000.0,347096000.0
March 2011,129000.0,
June 2011,-2269000.0,328103000.0
September 2011,-1000.0,328076000.0
December 2011,-8865000.0,328986000.0
March 2012,-338000.0,337549000.0
June 2012,-888000.0,
September 2012,-354000.0,334178000.0
December 2012,-881000.0,355176000.0
March 2013,-2309000.0,354470000.0
June 2013,-480000.0,356607000.0
September 2013,-451000.0,351428000.0
December 2013,453000.0,348971000.0
March 2014,235000.0,349791000.0
June 2014,442000.0,345048000.0
September 2014,4479000.0,335184000.0
December 2014,227000.0,343012000.0
March 2015,176000.0,343693000.0
