,OperatingExpenses,NetIncomeLoss,Assets
March 2009,,2889500.0,
June 2009,,2889500.0,
September 2009,,2889500.0,
December 2009,,2889500.0,
March 2010,15196750.0,3474000.0,
June 2010,15196750.0,3772000.0,
September 2010,15196750.0,4447000.0,
December 2010,15196750.0,3501000.0,541909000.0
March 2011,18206000.0,3319000.0,
June 2011,20726000.0,1290000.0,557863000.0
September 2011,18689000.0,4072000.0,548695000.0
December 2011,18543000.0,4903000.0,604977000.0
March 2012,18131000.0,3414000.0,605409000.0
June 2012,19304000.0,3944000.0,620706000.0
September 2012,20667000.0,4024000.0,629801000.0
December 2012,20900000.0,3783000.0,728011000.0
March 2013,25651000.0,2493000.0,725435000.0
June 2013,25075000.0,4442000.0,739118000.0
September 2013,25499000.0,3222000.0,749875000.0
December 2013,,12558000.0,680430000.0
March 2014,,2898000.0,663270000.0
June 2014,,3276000.0,669442000.0
September 2014,,3588000.0,717293000.0
