,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
December 2011,,,,,
March 2012,,,,,
June 2012,,,,,
September 2012,,,,,
December 2012,,,,,
March 2013,,,,,
June 2013,,,,,
September 2013,,,,,
December 2013,,,,,
March 2014,,,,,
June 2014,,,,,
September 2014,,,,,
December 2014,,,,,
March 2015,,,,,
June 2015,,,,,
September 2015,12913.0,-16559.0,,,
December 2015,4331.0,-8914.0,,,
March 2016,15073.0,-19573.0,,,
June 2016,,,,,
September 2016,256236.0,-259775.0,,,
December 2016,779452.0,-784024.0,,,
March 2017,94739.0,-98131.0,,,
June 2017,,-1627983.0,,,
September 2017,5253502.0,-5248147.0,,,
December 2017,63216.0,-301337.0,,,
March 2018,87194.0,-124108.0,,,
June 2018,408588.0,-759691.0,,,
September 2018,91548.0,45622.0,,,
December 2018,101914.0,-176744.0,,,
March 2019,55974.0,-209189.0,,,
June 2019,98861.0,-150404.0,,,
September 2019,37567.0,-1202543.0,,,
December 2019,86194.0,-82734.0,,,
March 2020,67225.0,-21844.0,,,
