,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
June 2009,104561.75,,-98779.75,
September 2009,104561.75,,-98779.75,
December 2009,104561.75,,-98779.75,
March 2010,104561.75,,-98779.75,
June 2010,-125000.0,,13000.0,
September 2010,-22000.0,,-2000.0,
December 2010,-18000.0,,10000.0,
March 2011,-21000.0,,229000.0,788903.0
June 2011,23393.0,,-2161.0,773518.0
September 2011,-26000.0,,-15000.0,760738.0
December 2011,79574.0,,-70140.0,707182.0
March 2012,-137000.0,,-124000.0,649823.0
June 2012,-21000.0,,0.0,666698.0
September 2012,-23000.0,,16000.0,694673.0
December 2012,14781.0,,-5231.0,693369.0
March 2013,-22000.0,,-2000.0,965064.0
June 2013,-236000.0,,1576000.0,1396275.0
September 2013,29779.0,,45791.0,1458864.0
December 2013,126139.0,,-74849.0,1285972.0
March 2014,28000.0,,-3000.0,1279470.0
June 2014,14495.0,438.0,-5000.0,1257417.0
September 2014,-36000.0,438.0,-35000.0,1248908.0
December 2014,-16000.0,,-16000.0,1242673.0
March 2015,-15000.0,,86000.0,1306642.0
June 2015,10283.0,,168066.0,1471773.0
September 2015,42656.0,,-43857.0,1471342.0
