,OperatingExpenses,NetIncomeLoss,Assets
March 2009,2619877.0,5048657.25,
June 2009,2619877.0,5048657.25,
September 2009,2619877.0,5048657.25,
December 2009,2619877.0,5048657.25,
March 2010,2858381.0,-10886826.0,
June 2010,2493822.0,-5226589.0,
September 2010,2229715.0,189934.0,
December 2010,2058381.0,-4549800.0,241527323.0
March 2011,2043875.0,3580699.0,
June 2011,1762111.0,-7772589.0,207970293.0
September 2011,1690963.0,2756517.0,197458006.0
December 2011,1555535.0,7909628.0,194736812.0
March 2012,1724347.0,-1837926.0,183030761.0
June 2012,1571420.0,-6760885.0,166575961.0
September 2012,1570027.0,9217721.0,164579871.0
December 2012,1501589.0,-5089940.0,145928434.0
March 2013,1295387.0,-10580808.0,125737967.0
June 2013,1100504.0,-113324.0,109675111.0
September 2013,908552.0,-4491608.0,92825945.0
December 2013,422609.0,137362.0,77692684.0
March 2014,425363.0,-607130.0,67432162.0
June 2014,427797.0,-1045707.0,62000108.0
September 2014,636532.0,-1769737.0,55114342.0
December 2014,361715.0,989865.0,51198562.0
March 2015,289263.0,-443090.0,36382044.0
June 2015,423378.0,-766579.0,32157227.0
September 2015,445003.0,-467452.0,30659958.0
December 2015,391252.0,-539300.0,27105882.0
March 2016,334555.0,-1359801.0,24431885.0
June 2016,270938.0,-25639.0,17955271.0
September 2016,255367.0,2246336.0,18412565.0
December 2016,249259.0,-119324.0,17862402.0
March 2017,224835.0,333864.0,18476777.0
June 2017,209142.0,-473463.0,16835661.0
September 2017,186603.0,194443.0,15295388.0
December 2017,192488.0,-663487.0,14357396.0
March 2018,199792.0,1086452.0,14667649.0
June 2018,196874.0,-495097.0,14206883.0
September 2018,184744.0,580486.0,14218966.0
