,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
June 2010,29850000.0,260425000.0,-212450000.0,,
September 2010,29850000.0,260425000.0,-212450000.0,,
December 2010,29850000.0,260425000.0,-212450000.0,,
March 2011,29850000.0,260425000.0,-212450000.0,,
June 2011,31550000.0,266250000.0,-39200000.0,,
September 2011,31550000.0,266250000.0,-14000000.0,,
December 2011,30100000.0,268400000.0,-16500000.0,,
March 2012,33600000.0,371300000.0,-389100000.0,,
June 2012,35800000.0,296100000.0,-31500000.0,10420400000.0,1711300000.0
September 2012,36400000.0,296800000.0,-66200000.0,,
December 2012,35000000.0,327200000.0,-304500000.0,,
March 2013,43100000.0,269300000.0,-221200000.0,10001700000.0,1603000000.0
June 2013,37500000.0,313300000.0,31100000.0,9794700000.0,1772600000.0
September 2013,41400000.0,340400000.0,4900000.0,9705600000.0,1767300000.0
December 2013,42500000.0,366400000.0,-65900000.0,9737400000.0,1720600000.0
March 2014,48200000.0,373100000.0,105800000.0,9696800000.0,1766300000.0
June 2014,42800000.0,361700000.0,7300000.0,9766600000.0,1871100000.0
September 2014,42900000.0,367700000.0,89800000.0,9597100000.0,1780200000.0
December 2014,39700000.0,342400000.0,48800000.0,9558100000.0,1898200000.0
