,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
March 2010,,269000.0,
June 2010,,269000.0,
September 2010,,285000.0,
December 2010,,284000.0,124461000.0
March 2011,,272000.0,
June 2011,,282000.0,122272000.0
September 2011,,278000.0,122198000.0
December 2011,,237000.0,121473000.0
March 2012,,-832000.0,151487000.0
June 2012,,-1007000.0,149468000.0
September 2012,,-1588000.0,148224000.0
December 2012,,160000.0,147091000.0
March 2013,,199000.0,146832000.0
June 2013,,155000.0,146128000.0
September 2013,,222000.0,145767000.0
December 2013,,214000.0,144827000.0
March 2014,0.0,278000.0,144266000.0
June 2014,318000.0,-30000.0,141403000.0
