,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
September 2004,,-62119.0,,
December 2004,,-62119.0,,
March 2005,,-24591.25,,
June 2005,,-24591.25,,
September 2005,,-24591.25,,
December 2005,,-24591.25,,
March 2006,,-9346.25,,
June 2006,,-9346.25,,
September 2006,,-9346.25,,
December 2006,,-9346.25,,
March 2007,,-8189.25,,
June 2007,,-8189.25,,
September 2007,,-8189.25,,
December 2007,,-8189.25,,
March 2008,,-9687.75,,
June 2008,,-9687.75,,
September 2008,,-9687.75,,
December 2008,,-9687.75,,
March 2009,,-9445.25,,
June 2009,,-9445.25,,
September 2009,,-9445.25,,
December 2009,,-9445.25,,
March 2010,,-6390.0,,
June 2010,,-34708.0,,
September 2010,,-11657.0,,
December 2010,,-394.0,0.0,0.0
March 2011,337465.0,-18572.0,0.0,0.0
June 2011,337465.0,110956.0,6600.0,6600.0
September 2011,346577.0,-346577.0,1000.0,1000.0
December 2011,,283974.0,0.0,0.0
March 2012,308181.0,-92878.0,20594.0,20594.0
June 2012,308181.0,-588101.0,,
September 2012,4659359.0,-5664692.0,12450606.0,2067711.0
December 2012,2413704.0,-2111744.0,13035737.0,1742966.0
March 2013,519667.0,-553835.0,12851366.0,1410421.0
June 2013,147365.0,-229365.0,12955809.0,1491826.0
September 2013,227635.0,-7670348.0,1088812.0,88962.0
December 2013,1054069.0,-1349404.0,2915.0,2915.0
March 2014,119082.0,-201582.0,13233.0,13233.0
June 2014,58018.0,-141435.0,10448.0,10448.0
September 2014,27040.0,-111373.0,8638.0,8638.0
