,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
March 2010,1944720.0,4309311.0,,
June 2010,2714143.0,4991738.0,,
September 2010,2334408.0,4768038.0,,
December 2010,5997164.0,5268842.0,147938003.0,102254510.0
March 2011,3334859.0,3444407.0,,
June 2011,3766373.0,2268601.0,132770355.0,85911961.0
September 2011,3454628.0,2313024.0,136723302.0,88793374.0
December 2011,4367615.0,1625684.0,137430575.0,84493259.0
March 2012,3569439.0,1540765.0,143328474.0,88440557.0
June 2012,3918583.0,1654473.0,154055348.0,92077763.0
September 2012,4320753.0,1361530.0,156715428.0,89828240.0
December 2012,4291000.0,1018251.0,167148591.0,84428771.0
March 2013,3981878.0,873412.0,175530516.0,90635887.0
June 2013,4044226.0,757041.0,167571267.0,86033428.0
September 2013,4685912.0,535389.0,169383974.0,87515778.0
December 2013,4597834.0,578104.0,165038854.0,82880870.0
March 2014,4692977.0,-537692.0,163662200.0,82649485.0
June 2014,4777565.0,1067707.0,166828753.0,86121546.0
September 2014,5280877.0,1297288.0,171191535.0,86852280.0
December 2014,3954341.0,759302.0,170960951.0,83890435.0
March 2015,5082899.0,-63595.0,177036820.0,85523298.0
June 2015,5376150.0,124606.0,185923131.0,94168920.0
