,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
March 2011,26276.0,26276.0,-22276.0,
June 2011,10234.0,10234.0,-8640.0,
September 2011,7448.0,7448.0,-7448.0,
December 2011,10650.0,10650.0,-10650.0,
March 2012,13487.0,13487.0,-13487.0,
June 2012,24094.0,24094.0,-26233.0,
September 2012,27323.0,27323.0,-30776.0,
December 2012,9524.0,9524.0,-13141.0,
March 2013,16600.0,16600.0,-20521.0,
June 2013,21576.0,21576.0,-26197.0,
September 2013,12208.0,12208.0,-17622.0,
December 2013,11354.0,11354.0,-17235.0,
March 2014,13928.0,13928.0,-19846.0,
June 2014,18871.0,18871.0,-25455.0,
September 2014,5771.0,5771.0,-13263.0,
December 2014,14163.0,14163.0,,
March 2015,6875.0,6875.0,,
June 2015,7820.0,7820.0,,
September 2015,15294.0,15294.0,,
December 2015,16536.0,16536.0,,
March 2016,9775.0,9775.0,,
June 2016,12075.0,12075.0,,
September 2016,11013.0,11013.0,,
December 2016,19885.0,19885.0,,
March 2017,9974.0,9974.0,,
June 2017,11284.0,11284.0,,
September 2017,7425.0,7425.0,,
December 2017,18523.0,18523.0,,
March 2018,9100.0,9100.0,,
June 2018,9641.0,9641.0,,
September 2018,7036.0,7036.0,,
December 2018,15328.0,15328.0,,
March 2019,7380.0,7380.0,,
June 2019,7234.0,7234.0,,
September 2019,7643.0,7643.0,,
December 2019,15558.0,15558.0,,
March 2020,7971.0,7971.0,,
June 2020,7720.0,7720.0,,
September 2020,7029.0,7029.0,,
December 2020,17977.0,17977.0,,
March 2021,8181.0,8181.0,,
June 2021,7298.0,7298.0,,
September 2021,7337.0,7337.0,,
December 2021,15970.0,15970.0,,
March 2022,7226.0,7226.0,,
June 2022,9806.0,9806.0,,
