,NetIncomeLoss,Assets,AssetsCurrent
March 2009,37525000.0,,
June 2009,37525000.0,,
September 2009,37525000.0,,
December 2009,37525000.0,8482800000.0,
March 2010,20300000.0,,
June 2010,64300000.0,,
September 2010,132000000.0,,
December 2010,-4900000.0,8818200000.0,611600000.0
March 2011,2400000.0,,
June 2011,43400000.0,8922200000.0,
September 2011,126500000.0,9005100000.0,664600000.0
December 2011,2100000.0,9118000000.0,619100000.0
March 2012,-9100000.0,9162500000.0,602300000.0
June 2012,58100000.0,9312900000.0,705700000.0
September 2012,146200000.0,9502400000.0,821100000.0
December 2012,4700000.0,9647300000.0,723700000.0
March 2013,26000000.0,9657700000.0,664500000.0
June 2013,63600000.0,9764000000.0,724400000.0
September 2013,143100000.0,9869200000.0,761800000.0
December 2013,17500000.0,9770200000.0,767000000.0
March 2014,23800000.0,9884900000.0,736400000.0
June 2014,52100000.0,10058100000.0,776700000.0
September 2014,147400000.0,10174700000.0,752800000.0
December 2014,19500000.0,10453400000.0,718900000.0
March 2015,18900000.0,10594400000.0,723100000.0
June 2015,44400000.0,10762200000.0,788100000.0
September 2015,126800000.0,10844100000.0,824000000.0
December 2015,22900000.0,10738600000.0,664200000.0
March 2016,26400000.0,10743100000.0,611100000.0
June 2016,32000000.0,11010300000.0,741800000.0
September 2016,133600000.0,11044700000.0,738800000.0
December 2016,98000000.0,13570000000.0,3059500000.0
March 2017,-9600000.0,17797500000.0,7258600000.0
June 2017,-7000000.0,17806400000.0,7249700000.0
September 2017,10500000.0,12428900000.0,1860900000.0
December 2017,-100100000.0,12457900000.0,1863100000.0
March 2018,35000000.0,12448400000.0,1849600000.0
