,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2009,,2131750.0,1880000.0,-4278500.0,,
June 2009,,2131750.0,1880000.0,-4278500.0,,
September 2009,,2131750.0,1880000.0,-4278500.0,,
December 2009,,2131750.0,1880000.0,-4278500.0,,
March 2010,4863000.0,2374000.0,2414000.0,-5863000.0,,
June 2010,3951000.0,1541000.0,2007000.0,-3998000.0,,
September 2010,,1681000.0,1803000.0,-4747000.0,,
December 2010,,943000.0,1876000.0,-3588000.0,7027000.0,3616000.0
March 2011,3851000.0,1713000.0,1987000.0,-3249000.0,,
June 2011,5062000.0,2361000.0,2508000.0,-4836000.0,34040000.0,33143000.0
September 2011,,1936000.0,3072000.0,-4881000.0,30039000.0,29177000.0
December 2011,,1988000.0,2935000.0,-4734000.0,26110000.0,25316000.0
March 2012,,2980000.0,4789000.0,-7663000.0,31109000.0,30137000.0
June 2012,,2133000.0,4324000.0,-6393000.0,25514000.0,24682000.0
September 2012,,2549000.0,4388000.0,-6814000.0,20148000.0,19400000.0
December 2012,,-80000.0,,-2899000.0,15241000.0,14576000.0
March 2013,,1376000.0,,-5412000.0,23492000.0,22933000.0
June 2013,,1117000.0,,-4837000.0,18321000.0,17688000.0
September 2013,,1048000.0,,-3665000.0,13561000.0,12980000.0
December 2013,,194000.0,,-1935000.0,9353000.0,8835000.0
March 2014,,560000.0,,-2179000.0,6172000.0,5693000.0
June 2014,,573000.0,,-2169000.0,11240000.0,10797000.0
September 2014,,724000.0,,-2397000.0,7571000.0,7161000.0
December 2014,,536000.0,,-1319000.0,5229000.0,4851000.0
March 2015,,483000.0,,-1348000.0,2590000.0,2273000.0
June 2015,,498000.0,,-2030000.0,,
September 2015,,333000.0,,-1023000.0,3356000.0,3156000.0
December 2015,,460000.0,,-902000.0,2133000.0,1951000.0
