,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
September 2010,20948.0,,-20948.0,,,
December 2010,11167.0,,-11167.0,,,
March 2011,-32115.0,,,,,
June 2011,49406.0,6255.0,-29220.0,140100.0,100.0,
September 2011,49789.0,8795.0,-49789.0,266665.0,1753.0,
December 2011,57032.0,8795.0,-57032.0,272279.0,3005.0,
March 2012,40870.0,3874.0,-40870.0,,,
June 2012,56972.0,5636.0,-66998.0,283093.0,7742.0,275351.0
September 2012,62637.0,8346.5,-63166.0,278265.0,,
December 2012,54594.0,8346.5,-54353.0,283093.0,7742.0,275351.0
March 2013,196648.0,13234.0,-242930.0,156759.0,3920.0,152839.0
June 2013,128145.0,15308.0,-282805.0,103996.0,5328.0,98668.0
September 2013,75263.0,,-109566.0,105752.0,1947.0,103805.0
December 2013,82448.0,,-154641.0,110765.0,4406.0,106359.0
March 2014,118342.0,,-541735.0,112134.0,7064.0,105070.0
June 2014,399786.0,,-1297884.0,695042.0,29938.0,665104.0
September 2014,341311.0,,-662571.0,,,
December 2014,405372.0,,-1630771.0,854781.0,256195.0,598586.0
March 2015,1180325.0,,-2705837.0,862074.0,299132.0,562941.0
