,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
March 2009,3785664.0,2295541.25,617452.5,
June 2009,3785664.0,2295541.25,617452.5,
September 2009,3785664.0,2295541.25,617452.5,
December 2009,3785664.0,2295541.25,617452.5,
March 2010,3496742.0,2537884.0,-11111109.0,
June 2010,4617347.0,3758565.0,5567946.0,
September 2010,3903373.0,2873590.0,6475466.0,
December 2010,5140851.0,3739907.0,2433892.0,363151540.0
March 2011,4408432.0,3432716.0,2469083.0,
June 2011,4260719.0,3321725.0,574900.0,417000563.0
September 2011,3429843.0,2913008.0,4402866.0,432673065.0
December 2011,4734055.0,3368660.0,2782601.0,468755777.0
March 2012,3615482.0,3023685.0,2235413.0,472261004.0
June 2012,5047255.0,3956069.0,1906748.0,466940942.0
September 2012,4109145.0,3717423.0,1565267.0,481039797.0
December 2012,6288589.0,5717453.0,10840290.0,524585930.0
March 2013,4762308.0,3158003.0,3080687.0,539163751.0
June 2013,9106333.0,4901936.0,5853889.0,607691425.0
September 2013,5591492.0,3784742.0,-839687.0,607011704.0
December 2013,6601665.0,5124005.0,3659808.0,619493087.0
March 2014,5520759.0,3989482.0,-774053.0,615409864.0
June 2014,5830258.0,3876829.0,-6764041.0,633210990.0
September 2014,5285337.0,3936507.0,2171114.0,646998530.0
December 2014,12950543.0,5631074.0,-16083461.0,626529360.0
March 2015,4329015.0,3249989.0,-478547.0,593930296.0
June 2015,4552073.0,3610712.0,-18977487.0,572040340.0
September 2015,5843843.0,4491185.0,-1399020.0,574492018.0
