,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
June 2011,1514.0,-43663.666666666664,,,
September 2011,1514.0,-43663.666666666664,,,
December 2011,1514.0,-43663.666666666664,,,
March 2012,38034.0,-3814.0,,,
June 2012,18204.0,-18215.0,,,
September 2012,3478.0,-3501.0,,,
December 2012,-14783.0,-19483.0,36567.0,36567.0,
March 2013,26349.0,100054.0,36290.0,36290.0,
June 2013,2953.0,-2965.0,36272.0,36272.0,
September 2013,61076.0,107710.0,48930.0,48930.0,
December 2013,76057.0,224131.0,7604.0,4604.0,3928.0
March 2014,174114.0,125711.0,218091.0,164422.0,
June 2014,239166.0,-23063.0,296298.0,242888.0,3410.0
September 2014,180929.0,46583.0,392411.0,339260.0,3151.0
December 2014,273612.0,57894.0,459790.0,311439.0,
March 2015,223850.0,30784.0,340034.0,269159.0,
June 2015,188331.0,71380.0,477322.0,406872.0,
September 2015,205271.0,16463.0,579250.0,372755.0,
December 2015,493553.0,-59192.0,636768.0,413334.0,
March 2016,192742.0,61798.0,677164.0,458310.0,
June 2016,224579.0,44661.0,772576.0,562728.0,
September 2016,265167.0,81959.0,956858.0,753803.0,
