,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2010,,1281716.5,-1037954.0,,,
June 2010,,1281716.5,-1037954.0,,,
September 2010,,647067.0,-270025.0,,,
December 2010,,556762.0,-623212.0,3402995.0,1752826.0,
March 2011,,563393.0,561201.0,,,
June 2011,,640659.0,-661312.0,,,
September 2011,,1741321.0,-1327931.0,2990467.0,1449294.0,
December 2011,,570244.0,-211751.0,2750560.0,1331440.0,
March 2012,541544.0,488552.0,-369121.0,2444892.0,1123970.0,
June 2012,541544.0,594537.0,-455277.0,2280698.0,1046954.0,
September 2012,744063.0,331487.0,-527093.0,2132989.0,967124.0,
December 2012,,868738.0,-287317.0,2338509.0,984697.0,
March 2013,501820.0,501820.0,-625880.0,2106392.0,851358.0,
June 2013,597219.0,597219.0,-443711.0,2384029.0,1208840.0,
September 2013,416728.0,446728.0,-257961.0,1972157.0,837088.0,
December 2013,,499344.0,-319425.0,1775117.0,708030.0,
March 2014,409792.0,477471.0,-440084.0,1475013.0,547572.0,
June 2014,213755.0,265865.0,-375534.0,1683831.0,444228.0,
September 2014,383581.0,309908.0,-487057.0,2070136.0,987542.0,
December 2014,368410.0,420838.0,-457689.0,2043044.0,1016873.0,1026171.0
March 2015,447494.0,447494.0,-486689.0,1872384.0,889742.0,
June 2015,543208.0,543208.0,-542540.0,1426391.0,473644.0,
September 2015,427153.0,427153.0,-488258.0,1213667.0,306974.0,906693.0
December 2015,624820.0,301876.0,-756776.0,812315.0,299312.0,513003.0
March 2016,344320.0,344320.0,-454519.0,702891.0,218891.0,484000.0
June 2016,331140.0,354191.0,-701500.0,1002783.0,573500.0,429283.0
September 2016,1131463.0,1133656.0,-1336763.0,708824.0,308685.0,400139.0
