,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
December 2009,1087586.0,4055130.0,-618712.0,,
March 2010,1087586.0,4055130.0,-618712.0,,
June 2010,1083489.0,3705827.0,915216.0,,
September 2010,1200254.0,3762993.0,-1524352.0,32760988.0,27557788.0
December 2010,1096779.0,3774704.0,-738220.0,,
March 2011,1142913.0,3513871.0,-1443367.0,,
June 2011,977489.0,3273690.0,-1591755.0,25205398.0,20583577.0
September 2011,1040842.0,3924731.0,-2075730.0,26866925.0,22409682.0
December 2011,812382.0,3298737.0,443932.0,30652357.0,26893174.0
March 2012,806211.0,2991170.0,-347181.0,27534865.0,24020132.0
June 2012,821414.0,2935797.0,-1026983.0,24766240.0,21352546.0
September 2012,959206.0,2961838.0,-1613218.0,24672079.0,21273017.0
December 2012,706926.0,2873775.0,1290086.0,27864277.0,24942912.0
March 2013,789911.0,3019693.0,-533392.0,24724107.0,22039861.0
June 2013,824637.0,2650602.0,-1800398.0,23062330.0,20323054.0
September 2013,776752.0,2534444.0,-3005234.0,16981510.0,16029100.0
December 2013,691782.0,2067698.0,-383210.0,16760604.0,15980781.0
March 2014,697552.0,2124910.0,-640084.0,14784100.0,14109865.0
