,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
June 2005,-7795.291666666667,-3500.0,,,
September 2005,-7795.291666666667,-6471.25,,,
December 2005,-7795.291666666667,-6471.25,,,
March 2006,-7795.291666666667,-6471.25,,,
June 2006,-7795.291666666667,-6471.25,,,
September 2006,366786.0,-7276.25,,,
December 2006,-7795.291666666667,-7276.25,,,
March 2007,-7795.291666666667,-7276.25,,,
June 2007,-7795.291666666667,-7276.25,,,
September 2007,-7795.291666666667,-4505.75,,,
December 2007,-7795.291666666667,-4505.75,,,
March 2008,-7795.291666666667,-4505.75,,,
June 2008,-7795.291666666667,-4505.75,,,
September 2008,-7795.291666666667,-6162.25,,,
December 2008,-7795.291666666667,-6162.25,,,
March 2009,-7795.291666666667,-6162.25,,,
June 2009,-7795.291666666667,-6162.25,,,
September 2009,-7795.291666666667,-2661.5,,,
December 2009,-7795.291666666667,-2661.5,,,
March 2010,-7795.291666666667,-2661.5,,,
June 2010,-7795.291666666667,-2661.5,,,
September 2010,-7795.291666666667,-9042.0,,,
December 2010,-7795.291666666667,97238.0,,,
March 2011,-7795.291666666667,15248.0,,,
June 2011,-7795.291666666667,-3344.0,480940.0,152781.0,
September 2011,25878.5,-5411.0,480732.0,155362.0,
December 2011,25878.5,-18505.0,451338.0,128757.0,
March 2012,25878.5,-13143.0,450642.0,130850.0,
June 2012,25878.5,-72509.0,446019.0,129016.0,317003.0
September 2012,18541.0,-23744.0,442141.0,127927.0,
December 2012,21414.0,-26617.0,,,
March 2013,21116.0,-26263.0,,,
June 2013,22502.0,19033.0,,,
September 2013,8314.0,-8301.0,,,
December 2013,29588.0,-29588.0,,,
March 2014,27278.0,-27278.0,,,
June 2014,227005.0,-228061.0,,525456.0,
September 2014,153364.0,-156693.0,,766269.0,
December 2014,214852.0,-224961.0,,1051749.0,
March 2015,77086.0,-89907.0,,1073611.0,
June 2015,342922.0,-358660.0,,1356440.0,
September 2015,137886.0,-158956.0,,1359467.0,
