,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
June 2006,466317.86666666664,-4469.666666666667,,
September 2006,466317.86666666664,-4469.666666666667,,
December 2006,466317.86666666664,-4469.666666666667,,
March 2007,466317.86666666664,-1101688.25,,
June 2007,466317.86666666664,-1101688.25,,
September 2007,466317.86666666664,-1101688.25,,
December 2007,466317.86666666664,-1101688.25,,
March 2008,466317.86666666664,-1298823.0,,
June 2008,466317.86666666664,-1298823.0,,
September 2008,466317.86666666664,-1298823.0,,
December 2008,466317.86666666664,-1298823.0,,
March 2009,466317.86666666664,-424738.0,,
June 2009,466317.86666666664,-424738.0,,
September 2009,466317.86666666664,-424738.0,,
December 2009,466317.86666666664,-424738.0,,
March 2010,298204.0,-274513.0,,
June 2010,122518.0,-104139.0,,
September 2010,207394.0,-187194.0,,
December 2010,67255.0,284243.0,92595.0,7906.0
March 2011,15992.0,-3014.0,,
June 2011,87075.0,-89448.0,126150.0,44221.0
September 2011,156623.0,-252611.0,488841.0,403072.0
December 2011,108855.0,-191708.0,659256.0,468939.0
March 2012,70442.0,-70362.0,624637.0,338933.0
June 2012,80112.0,-81166.0,511915.0,198482.0
September 2012,57529.0,-57529.0,442286.0,97192.0
December 2012,55422.0,-51695.0,391627.0,31724.0
March 2013,69732.0,-69732.0,,
June 2013,51526.0,-55052.0,737245.0,289742.0
September 2013,183504.0,-189324.0,1386327.0,345058.0
December 2013,393108.0,-376440.0,1337914.0,129413.0
March 2014,177431.0,-177431.0,1982347.0,565333.0
June 2014,193786.0,-199123.0,3706842.0,1937000.0
September 2014,267552.0,-279586.0,3952166.0,1943449.0
December 2014,174392.0,-216644.0,3753896.0,1557739.0
March 2015,216431.0,-265520.0,3547097.0,1148463.0
June 2015,194588.0,-183571.0,3371366.0,824037.0
September 2015,176441.0,-57507.0,3137119.0,515299.0
