,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2010,116443.0,,-1220760.0,,
June 2010,210412.0,,-66420.0,,
September 2010,475280.0,,-709239.0,,
December 2010,1400185.0,,-1591134.0,3952067.0,3938135.0
March 2011,1419623.0,3557.5,-950087.0,,
June 2011,1363005.0,3557.5,-476053.0,7101659.0,4050266.0
September 2011,2418449.0,3557.5,-2598495.0,18364579.0,3838935.0
December 2011,10442763.0,3557.5,-9994351.0,14226072.0,2510801.0
March 2012,2676383.0,145.5,-2202001.0,13058310.0,1973528.0
June 2012,2954578.0,145.5,-1841555.0,,
September 2012,3092940.0,145.5,-1633649.0,13140657.0,3540825.0
December 2012,5443988.0,145.5,-3929929.0,14946946.0,5707864.0
March 2013,2470697.0,63149.25,-1877417.0,14973625.0,6608263.0
June 2013,6597287.0,63149.25,-5340143.0,19384163.0,11405967.0
September 2013,6094561.0,63149.25,-5067962.0,77457421.0,11655423.0
December 2013,13335417.0,63149.25,-13187872.0,86430766.0,21414290.0
March 2014,6908959.0,40939.5,-5686460.0,88192692.0,17518063.0
June 2014,4806906.0,40939.5,-4711841.0,88188871.0,17786293.0
September 2014,8481295.0,40939.5,-7842476.0,89166292.0,13778531.0
December 2014,10912198.0,40939.5,-9373682.0,102143746.0,11362283.0
March 2015,7637595.0,,-6306884.0,110229202.0,14219297.0
June 2015,6165759.0,,-8069560.0,106294531.0,11382903.0
September 2015,6129280.0,,-7242355.0,100419505.0,6609167.0
