,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2010,728795.25,,-580661.75,,,
June 2010,728795.25,,-580661.75,,,
September 2010,728795.25,,-580661.75,,,
December 2010,728795.25,,-580661.75,2225324.0,2144730.0,80594.0
March 2011,88925.0,,134270.0,,,
June 2011,89585.0,,-18513.0,,,
September 2011,93220.0,,-46756.0,,,
December 2011,534658.0,,-478286.0,2419513.0,2348368.0,71145.0
March 2012,110330.0,,1611132.0,4596690.0,4329279.0,206765.0
June 2012,641552.0,,958438.0,4218389.0,4073284.0,145105.0
September 2012,140583.0,,102051.0,4312953.0,4171043.0,141910.0
December 2012,385270.0,,-1169452.0,2161637.0,2081764.0,79873.0
March 2013,119475.0,140217.0,43706.0,2298365.0,2218484.0,79881.0
June 2013,524144.0,140217.0,-550918.0,1701190.0,1621285.0,79905.0
September 2013,128885.0,117828.0,-104016.0,1712912.0,1634655.0,78257.0
December 2013,904586.0,296842.0,-1194320.0,1153974.0,1075975.0,483403.0
March 2014,14802.0,141652.5,-10068.0,1149381.0,1071382.0,77999.0
June 2014,23300.0,141652.5,1174010.0,824356.0,746357.0,77999.0
September 2014,,276011.0,-307499.0,11333535.0,10882335.0,
December 2014,,247591.0,-1763917.0,11814026.0,11405584.0,408442.0
March 2015,16505.0,,-19604.5,,,
June 2015,16505.0,,-19604.5,,,
September 2015,16505.0,,-19604.5,,,
December 2015,16505.0,,-19604.5,200000.0,200000.0,
March 2016,14862.666666666666,,-14862.666666666666,,,
June 2016,14862.666666666666,,-14862.666666666666,,,
September 2016,14862.666666666666,,-14862.666666666666,,,
December 2016,5571.0,,-5571.0,200000.0,200000.0,
March 2017,137273.0,,-137273.0,230000.0,230000.0,
June 2017,135914.0,,-135914.0,,,
September 2017,135914.0,,-135914.0,200000.0,200000.0,
December 2017,-172963.0,,175963.0,,,
March 2018,26644.0,,-26644.0,,,
